Point,Corner,Iinput,mc_iteration,temperature,Pass/Fail,Z2
550,mc150,4.04e-6,50,150,,123.6e-9
550,mc_40,4.04e-6,50,-40,,117.7e-9
551,mc150,4.44e-6,1,150,,eval err
551,mc_40,4.44e-6,1,-40,,eval err
552,mc150,4.44e-6,2,150,,eval err
552,mc_40,4.44e-6,2,-40,,eval err
553,mc150,4.44e-6,3,150,,eval err
553,mc_40,4.44e-6,3,-40,,128.1e-9
554,mc150,4.44e-6,4,150,,eval err
554,mc_40,4.44e-6,4,-40,,eval err
555,mc150,4.44e-6,5,150,,eval err
555,mc_40,4.44e-6,5,-40,,eval err
556,mc150,4.44e-6,6,150,,126.9e-9
556,mc_40,4.44e-6,6,-40,,126e-9
557,mc150,4.44e-6,7,150,,eval err
557,mc_40,4.44e-6,7,-40,,eval err
558,mc150,4.44e-6,8,150,,eval err
558,mc_40,4.44e-6,8,-40,,eval err
559,mc150,4.44e-6,9,150,,eval err
559,mc_40,4.44e-6,9,-40,,eval err
560,mc150,4.44e-6,10,150,,eval err
560,mc_40,4.44e-6,10,-40,,eval err
561,mc150,4.44e-6,11,150,,122.1e-9
561,mc_40,4.44e-6,11,-40,,112.8e-9
562,mc150,4.44e-6,12,150,,eval err
562,mc_40,4.44e-6,12,-40,,126.8e-9
563,mc150,4.44e-6,13,150,,eval err
563,mc_40,4.44e-6,13,-40,,eval err
564,mc150,4.44e-6,14,150,,eval err
564,mc_40,4.44e-6,14,-40,,eval err
565,mc150,4.44e-6,15,150,,eval err
565,mc_40,4.44e-6,15,-40,,eval err
566,mc150,4.44e-6,16,150,,eval err
566,mc_40,4.44e-6,16,-40,,eval err
567,mc150,4.44e-6,17,150,,eval err
567,mc_40,4.44e-6,17,-40,,eval err
568,mc150,4.44e-6,18,150,,120e-9
568,mc_40,4.44e-6,18,-40,,112.7e-9
569,mc150,4.44e-6,19,150,,eval err
569,mc_40,4.44e-6,19,-40,,eval err
570,mc150,4.44e-6,20,150,,eval err
570,mc_40,4.44e-6,20,-40,,eval err
571,mc150,4.44e-6,21,150,,eval err
571,mc_40,4.44e-6,21,-40,,eval err
572,mc150,4.44e-6,22,150,,113.2e-9
572,mc_40,4.44e-6,22,-40,,106.5e-9
573,mc150,4.44e-6,23,150,,eval err
573,mc_40,4.44e-6,23,-40,,eval err
574,mc150,4.44e-6,24,150,,eval err
574,mc_40,4.44e-6,24,-40,,eval err
575,mc150,4.44e-6,25,150,,eval err
575,mc_40,4.44e-6,25,-40,,eval err
576,mc150,4.44e-6,26,150,,122.4e-9
576,mc_40,4.44e-6,26,-40,,116.4e-9
577,mc150,4.44e-6,27,150,,eval err
577,mc_40,4.44e-6,27,-40,,eval err
578,mc150,4.44e-6,28,150,,eval err
578,mc_40,4.44e-6,28,-40,,eval err
579,mc150,4.44e-6,29,150,,eval err
579,mc_40,4.44e-6,29,-40,,eval err
580,mc150,4.44e-6,30,150,,123.5e-9
580,mc_40,4.44e-6,30,-40,,116.2e-9
581,mc150,4.44e-6,31,150,,eval err
581,mc_40,4.44e-6,31,-40,,eval err
582,mc150,4.44e-6,32,150,,eval err
582,mc_40,4.44e-6,32,-40,,122.6e-9
583,mc150,4.44e-6,33,150,,eval err
583,mc_40,4.44e-6,33,-40,,eval err
584,mc150,4.44e-6,34,150,,eval err
584,mc_40,4.44e-6,34,-40,,eval err
585,mc150,4.44e-6,35,150,,eval err
585,mc_40,4.44e-6,35,-40,,126.7e-9
586,mc150,4.44e-6,36,150,,127.2e-9
586,mc_40,4.44e-6,36,-40,,118.2e-9
587,mc150,4.44e-6,37,150,,eval err
587,mc_40,4.44e-6,37,-40,,eval err
588,mc150,4.44e-6,38,150,,eval err
588,mc_40,4.44e-6,38,-40,,eval err
589,mc150,4.44e-6,39,150,,eval err
589,mc_40,4.44e-6,39,-40,,eval err
590,mc150,4.44e-6,40,150,,eval err
590,mc_40,4.44e-6,40,-40,,123.3e-9
591,mc150,4.44e-6,41,150,,eval err
591,mc_40,4.44e-6,41,-40,,eval err
592,mc150,4.44e-6,42,150,,eval err
592,mc_40,4.44e-6,42,-40,,eval err
593,mc150,4.44e-6,43,150,,eval err
593,mc_40,4.44e-6,43,-40,,eval err
594,mc150,4.44e-6,44,150,,eval err
594,mc_40,4.44e-6,44,-40,,124e-9
595,mc150,4.44e-6,45,150,,eval err
595,mc_40,4.44e-6,45,-40,,eval err
596,mc150,4.44e-6,46,150,,eval err
596,mc_40,4.44e-6,46,-40,,eval err
597,mc150,4.44e-6,47,150,,eval err
597,mc_40,4.44e-6,47,-40,,126.8e-9
598,mc150,4.44e-6,48,150,,eval err
598,mc_40,4.44e-6,48,-40,,eval err
599,mc150,4.44e-6,49,150,,123.2e-9
599,mc_40,4.44e-6,49,-40,,116.9e-9
600,mc150,4.44e-6,50,150,,eval err
600,mc_40,4.44e-6,50,-40,,eval err
601,mc150,4.84e-6,1,150,,eval err
601,mc_40,4.84e-6,1,-40,,eval err
602,mc150,4.84e-6,2,150,,eval err
602,mc_40,4.84e-6,2,-40,,eval err
603,mc150,4.84e-6,3,150,,eval err
603,mc_40,4.84e-6,3,-40,,eval err
604,mc150,4.84e-6,4,150,,eval err
604,mc_40,4.84e-6,4,-40,,eval err
605,mc150,4.84e-6,5,150,,eval err
605,mc_40,4.84e-6,5,-40,,eval err
606,mc150,4.84e-6,6,150,,eval err
606,mc_40,4.84e-6,6,-40,,eval err
607,mc150,4.84e-6,7,150,,eval err
607,mc_40,4.84e-6,7,-40,,eval err
608,mc150,4.84e-6,8,150,,eval err
608,mc_40,4.84e-6,8,-40,,eval err
609,mc150,4.84e-6,9,150,,eval err
609,mc_40,4.84e-6,9,-40,,eval err
610,mc150,4.84e-6,10,150,,eval err
610,mc_40,4.84e-6,10,-40,,eval err
611,mc150,4.84e-6,11,150,,eval err
611,mc_40,4.84e-6,11,-40,,125e-9
612,mc150,4.84e-6,12,150,,eval err
612,mc_40,4.84e-6,12,-40,,eval err
613,mc150,4.84e-6,13,150,,eval err
613,mc_40,4.84e-6,13,-40,,eval err
614,mc150,4.84e-6,14,150,,eval err
614,mc_40,4.84e-6,14,-40,,eval err
615,mc150,4.84e-6,15,150,,eval err
615,mc_40,4.84e-6,15,-40,,eval err
616,mc150,4.84e-6,16,150,,eval err
616,mc_40,4.84e-6,16,-40,,eval err
617,mc150,4.84e-6,17,150,,eval err
617,mc_40,4.84e-6,17,-40,,eval err
618,mc150,4.84e-6,18,150,,eval err
618,mc_40,4.84e-6,18,-40,,126.4e-9
619,mc150,4.84e-6,19,150,,eval err
619,mc_40,4.84e-6,19,-40,,eval err
620,mc150,4.84e-6,20,150,,eval err
620,mc_40,4.84e-6,20,-40,,eval err
621,mc150,4.84e-6,21,150,,eval err
621,mc_40,4.84e-6,21,-40,,eval err
622,mc150,4.84e-6,22,150,,124.2e-9
622,mc_40,4.84e-6,22,-40,,117.1e-9
623,mc150,4.84e-6,23,150,,eval err
623,mc_40,4.84e-6,23,-40,,eval err
624,mc150,4.84e-6,24,150,,eval err
624,mc_40,4.84e-6,24,-40,,eval err
625,mc150,4.84e-6,25,150,,eval err
625,mc_40,4.84e-6,25,-40,,eval err
626,mc150,4.84e-6,26,150,,eval err
626,mc_40,4.84e-6,26,-40,,eval err
627,mc150,4.84e-6,27,150,,eval err
627,mc_40,4.84e-6,27,-40,,eval err
628,mc150,4.84e-6,28,150,,eval err
628,mc_40,4.84e-6,28,-40,,eval err
629,mc150,4.84e-6,29,150,,eval err
629,mc_40,4.84e-6,29,-40,,eval err
630,mc150,4.84e-6,30,150,,eval err
630,mc_40,4.84e-6,30,-40,,eval err
631,mc150,4.84e-6,31,150,,eval err
631,mc_40,4.84e-6,31,-40,,eval err
632,mc150,4.84e-6,32,150,,eval err
632,mc_40,4.84e-6,32,-40,,eval err
633,mc150,4.84e-6,33,150,,eval err
633,mc_40,4.84e-6,33,-40,,eval err
634,mc150,4.84e-6,34,150,,eval err
634,mc_40,4.84e-6,34,-40,,eval err
635,mc150,4.84e-6,35,150,,eval err
635,mc_40,4.84e-6,35,-40,,eval err
636,mc150,4.84e-6,36,150,,eval err
636,mc_40,4.84e-6,36,-40,,eval err
637,mc150,4.84e-6,37,150,,eval err
637,mc_40,4.84e-6,37,-40,,eval err
638,mc150,4.84e-6,38,150,,eval err
638,mc_40,4.84e-6,38,-40,,eval err
639,mc150,4.84e-6,39,150,,eval err
639,mc_40,4.84e-6,39,-40,,eval err
640,mc150,4.84e-6,40,150,,eval err
640,mc_40,4.84e-6,40,-40,,eval err
641,mc150,4.84e-6,41,150,,eval err
641,mc_40,4.84e-6,41,-40,,eval err
642,mc150,4.84e-6,42,150,,eval err
642,mc_40,4.84e-6,42,-40,,eval err
643,mc150,4.84e-6,43,150,,eval err
643,mc_40,4.84e-6,43,-40,,eval err
644,mc150,4.84e-6,44,150,,eval err
644,mc_40,4.84e-6,44,-40,,eval err
645,mc150,4.84e-6,45,150,,eval err
645,mc_40,4.84e-6,45,-40,,eval err
646,mc150,4.84e-6,46,150,,eval err
646,mc_40,4.84e-6,46,-40,,eval err
647,mc150,4.84e-6,47,150,,eval err
647,mc_40,4.84e-6,47,-40,,eval err
648,mc150,4.84e-6,48,150,,eval err
648,mc_40,4.84e-6,48,-40,,eval err
649,mc150,4.84e-6,49,150,,eval err
649,mc_40,4.84e-6,49,-40,,eval err
650,mc150,4.84e-6,50,150,,eval err
650,mc_40,4.84e-6,50,-40,,eval err

