Point,Corner,Vin,mc_iteration,temperature,Pass/Fail,/Inv_Out,Delay
604,C0,885e-3,4,-40,,,10.01e-9
604,C1,885e-3,4,150,,,10.1e-9
605,C0,885e-3,5,-40,,,10.06e-9
605,C1,885e-3,5,150,,,10.18e-9
606,C0,885e-3,6,-40,,,9.959e-9
606,C1,885e-3,6,150,,,10.07e-9
607,C0,885e-3,7,-40,,,10.01e-9
607,C1,885e-3,7,150,,,10.1e-9
608,C0,885e-3,8,-40,,,10e-9
608,C1,885e-3,8,150,,,10.1e-9
609,C0,885e-3,9,-40,,,10.06e-9
609,C1,885e-3,9,150,,,10.18e-9
610,C0,885e-3,10,-40,,,10.09e-9
610,C1,885e-3,10,150,,,10.19e-9
611,C0,885e-3,11,-40,,,10.03e-9
611,C1,885e-3,11,150,,,10.15e-9
612,C0,885e-3,12,-40,,,9.992e-9
612,C1,885e-3,12,150,,,10.1e-9
613,C0,885e-3,13,-40,,,10.05e-9
613,C1,885e-3,13,150,,,10.15e-9
614,C0,885e-3,14,-40,,,10.01e-9
614,C1,885e-3,14,150,,,10.11e-9
615,C0,885e-3,15,-40,,,10.07e-9
615,C1,885e-3,15,150,,,10.18e-9
616,C0,885e-3,16,-40,,,10.02e-9
616,C1,885e-3,16,150,,,10.12e-9
617,C0,885e-3,17,-40,,,10.06e-9
617,C1,885e-3,17,150,,,10.17e-9
618,C0,885e-3,18,-40,,,9.981e-9
618,C1,885e-3,18,150,,,10.1e-9
619,C0,885e-3,19,-40,,,10.04e-9
619,C1,885e-3,19,150,,,10.14e-9
620,C0,885e-3,20,-40,,,10.05e-9
620,C1,885e-3,20,150,,,10.16e-9
621,C0,885e-3,21,-40,,,10.03e-9
621,C1,885e-3,21,150,,,10.13e-9
622,C0,885e-3,22,-40,,,10.03e-9
622,C1,885e-3,22,150,,,10.16e-9
623,C0,885e-3,23,-40,,,10.04e-9
623,C1,885e-3,23,150,,,10.14e-9
624,C0,885e-3,24,-40,,,10.12e-9
624,C1,885e-3,24,150,,,10.23e-9
625,C0,885e-3,25,-40,,,10.03e-9
625,C1,885e-3,25,150,,,10.13e-9
626,C0,885e-3,26,-40,,,10.02e-9
626,C1,885e-3,26,150,,,10.14e-9
627,C0,885e-3,27,-40,,,10.05e-9
627,C1,885e-3,27,150,,,10.15e-9
628,C0,885e-3,28,-40,,,10.03e-9
628,C1,885e-3,28,150,,,10.13e-9
629,C0,885e-3,29,-40,,,10.06e-9
629,C1,885e-3,29,150,,,10.17e-9
630,C0,885e-3,30,-40,,,9.986e-9
630,C1,885e-3,30,150,,,10.1e-9
631,C0,885e-3,31,-40,,,10.04e-9
631,C1,885e-3,31,150,,,10.15e-9
632,C0,885e-3,32,-40,,,10.04e-9
632,C1,885e-3,32,150,,,10.15e-9
633,C0,885e-3,33,-40,,,10.11e-9
633,C1,885e-3,33,150,,,10.21e-9
634,C0,885e-3,34,-40,,,10.05e-9
634,C1,885e-3,34,150,,,10.15e-9
635,C0,885e-3,35,-40,,,10e-9
635,C1,885e-3,35,150,,,10.11e-9
636,C0,885e-3,36,-40,,,10.07e-9
636,C1,885e-3,36,150,,,10.2e-9
637,C0,885e-3,37,-40,,,10e-9
637,C1,885e-3,37,150,,,10.1e-9
638,C0,885e-3,38,-40,,,10.04e-9
638,C1,885e-3,38,150,,,10.15e-9
639,C0,885e-3,39,-40,,,9.991e-9
639,C1,885e-3,39,150,,,10.1e-9
640,C0,885e-3,40,-40,,,10.06e-9
640,C1,885e-3,40,150,,,10.18e-9
641,C0,885e-3,41,-40,,,10.02e-9
641,C1,885e-3,41,150,,,10.14e-9
642,C0,885e-3,42,-40,,,10.03e-9
642,C1,885e-3,42,150,,,10.14e-9
643,C0,885e-3,43,-40,,,9.965e-9
643,C1,885e-3,43,150,,,10.07e-9
644,C0,885e-3,44,-40,,,10.03e-9
644,C1,885e-3,44,150,,,10.14e-9
645,C0,885e-3,45,-40,,,10.09e-9
645,C1,885e-3,45,150,,,10.19e-9
646,C0,885e-3,46,-40,,,10.05e-9
646,C1,885e-3,46,150,,,10.14e-9
647,C0,885e-3,47,-40,,,9.986e-9
647,C1,885e-3,47,150,,,10.09e-9
648,C0,885e-3,48,-40,,,10.06e-9
648,C1,885e-3,48,150,,,10.17e-9
649,C0,885e-3,49,-40,,,10.01e-9
649,C1,885e-3,49,150,,,10.13e-9
650,C0,885e-3,50,-40,,,10.04e-9
650,C1,885e-3,50,150,,,10.15e-9
651,C0,885e-3,51,-40,,,10.08e-9
651,C1,885e-3,51,150,,,10.17e-9
652,C0,885e-3,52,-40,,,10.04e-9
652,C1,885e-3,52,150,,,10.15e-9
653,C0,885e-3,53,-40,,,9.967e-9
653,C1,885e-3,53,150,,,10.06e-9
654,C0,885e-3,54,-40,,,10.04e-9
654,C1,885e-3,54,150,,,10.14e-9
655,C0,885e-3,55,-40,,,10.02e-9
655,C1,885e-3,55,150,,,10.13e-9
656,C0,885e-3,56,-40,,,10.05e-9
656,C1,885e-3,56,150,,,10.16e-9
657,C0,885e-3,57,-40,,,10.01e-9
657,C1,885e-3,57,150,,,10.13e-9
658,C0,885e-3,58,-40,,,10.06e-9
658,C1,885e-3,58,150,,,10.15e-9
659,C0,885e-3,59,-40,,,10.03e-9
659,C1,885e-3,59,150,,,10.14e-9
660,C0,885e-3,60,-40,,,10.07e-9
660,C1,885e-3,60,150,,,10.18e-9
661,C0,885e-3,61,-40,,,10.02e-9
661,C1,885e-3,61,150,,,10.13e-9
662,C0,885e-3,62,-40,,,10.04e-9
662,C1,885e-3,62,150,,,10.15e-9
663,C0,885e-3,63,-40,,,9.911e-9
663,C1,885e-3,63,150,,,10e-9
664,C0,885e-3,64,-40,,,10.08e-9
664,C1,885e-3,64,150,,,10.2e-9
665,C0,885e-3,65,-40,,,10.03e-9
665,C1,885e-3,65,150,,,10.14e-9
666,C0,885e-3,66,-40,,,10.01e-9
666,C1,885e-3,66,150,,,10.14e-9
667,C0,885e-3,67,-40,,,10.05e-9
667,C1,885e-3,67,150,,,10.15e-9
668,C0,885e-3,68,-40,,,10.02e-9
668,C1,885e-3,68,150,,,10.14e-9
669,C0,885e-3,69,-40,,,10.06e-9
669,C1,885e-3,69,150,,,10.16e-9
670,C0,885e-3,70,-40,,,9.952e-9
670,C1,885e-3,70,150,,,10.05e-9
671,C0,885e-3,71,-40,,,10.04e-9
671,C1,885e-3,71,150,,,10.15e-9
672,C0,885e-3,72,-40,,,10.03e-9
672,C1,885e-3,72,150,,,10.15e-9
673,C0,885e-3,73,-40,,,10.06e-9
673,C1,885e-3,73,150,,,10.16e-9
674,C0,885e-3,74,-40,,,9.988e-9
674,C1,885e-3,74,150,,,10.09e-9
675,C0,885e-3,75,-40,,,10.04e-9
675,C1,885e-3,75,150,,,10.15e-9
676,C0,885e-3,76,-40,,,10.1e-9
676,C1,885e-3,76,150,,,10.22e-9
677,C0,885e-3,77,-40,,,10.03e-9
677,C1,885e-3,77,150,,,10.14e-9
678,C0,885e-3,78,-40,,,10.01e-9
678,C1,885e-3,78,150,,,10.13e-9
679,C0,885e-3,79,-40,,,10.05e-9
679,C1,885e-3,79,150,,,10.15e-9
680,C0,885e-3,80,-40,,,10e-9
680,C1,885e-3,80,150,,,10.11e-9
681,C0,885e-3,81,-40,,,10.06e-9
681,C1,885e-3,81,150,,,10.14e-9
682,C0,885e-3,82,-40,,,10.09e-9
682,C1,885e-3,82,150,,,10.19e-9
683,C0,885e-3,83,-40,,,10.04e-9
683,C1,885e-3,83,150,,,10.16e-9
684,C0,885e-3,84,-40,,,9.984e-9
684,C1,885e-3,84,150,,,10.09e-9
685,C0,885e-3,85,-40,,,10.03e-9
685,C1,885e-3,85,150,,,10.15e-9
686,C0,885e-3,86,-40,,,10.02e-9
686,C1,885e-3,86,150,,,10.13e-9
687,C0,885e-3,87,-40,,,10.08e-9
687,C1,885e-3,87,150,,,10.18e-9
688,C0,885e-3,88,-40,,,9.96e-9
688,C1,885e-3,88,150,,,10.07e-9
689,C0,885e-3,89,-40,,,10.03e-9
689,C1,885e-3,89,150,,,10.14e-9
690,C0,885e-3,90,-40,,,10.01e-9
690,C1,885e-3,90,150,,,10.12e-9
691,C0,885e-3,91,-40,,,10.07e-9
691,C1,885e-3,91,150,,,10.17e-9
692,C0,885e-3,92,-40,,,9.992e-9
692,C1,885e-3,92,150,,,10.09e-9
693,C0,885e-3,93,-40,,,10.06e-9
693,C1,885e-3,93,150,,,10.18e-9
694,C0,885e-3,94,-40,,,10.08e-9
694,C1,885e-3,94,150,,,10.18e-9
695,C0,885e-3,95,-40,,,9.993e-9
695,C1,885e-3,95,150,,,10.1e-9
696,C0,885e-3,96,-40,,,10.04e-9
696,C1,885e-3,96,150,,,10.14e-9
697,C0,885e-3,97,-40,,,9.973e-9
697,C1,885e-3,97,150,,,10.08e-9
698,C0,885e-3,98,-40,,,10.07e-9
698,C1,885e-3,98,150,,,10.18e-9
699,C0,885e-3,99,-40,,,10.01e-9
699,C1,885e-3,99,150,,,10.09e-9
700,C0,885e-3,100,-40,,,10.03e-9
700,C1,885e-3,100,150,,,10.13e-9
701,C0,890e-3,1,-40,,,10.21e-9
701,C1,890e-3,1,150,,,10.32e-9
702,C0,890e-3,2,-40,,,10.17e-9
702,C1,890e-3,2,150,,,10.27e-9
703,C0,890e-3,3,-40,,,10.25e-9
703,C1,890e-3,3,150,,,10.37e-9
704,C0,890e-3,4,-40,,,10.16e-9
704,C1,890e-3,4,150,,,10.26e-9
705,C0,890e-3,5,-40,,,10.23e-9
705,C1,890e-3,5,150,,,10.35e-9
706,C0,890e-3,6,-40,,,10.12e-9
706,C1,890e-3,6,150,,,10.23e-9
707,C0,890e-3,7,-40,,,10.17e-9
707,C1,890e-3,7,150,,,10.26e-9
708,C0,890e-3,8,-40,,,10.16e-9
708,C1,890e-3,8,150,,,10.26e-9
709,C0,890e-3,9,-40,,,10.23e-9
709,C1,890e-3,9,150,,,10.35e-9
710,C0,890e-3,10,-40,,,10.26e-9
710,C1,890e-3,10,150,,,10.36e-9
711,C0,890e-3,11,-40,,,10.19e-9
711,C1,890e-3,11,150,,,10.31e-9
712,C0,890e-3,12,-40,,,10.15e-9
712,C1,890e-3,12,150,,,10.26e-9
713,C0,890e-3,13,-40,,,10.21e-9
713,C1,890e-3,13,150,,,10.31e-9
714,C0,890e-3,14,-40,,,10.17e-9
714,C1,890e-3,14,150,,,10.27e-9
715,C0,890e-3,15,-40,,,10.23e-9
715,C1,890e-3,15,150,,,10.35e-9
716,C0,890e-3,16,-40,,,10.18e-9
716,C1,890e-3,16,150,,,10.28e-9
717,C0,890e-3,17,-40,,,10.22e-9
717,C1,890e-3,17,150,,,10.33e-9
718,C0,890e-3,18,-40,,,10.14e-9
718,C1,890e-3,18,150,,,10.26e-9
719,C0,890e-3,19,-40,,,10.2e-9
719,C1,890e-3,19,150,,,10.31e-9
720,C0,890e-3,20,-40,,,10.22e-9
720,C1,890e-3,20,150,,,10.33e-9
721,C0,890e-3,21,-40,,,10.19e-9
721,C1,890e-3,21,150,,,10.29e-9
722,C0,890e-3,22,-40,,,10.19e-9
722,C1,890e-3,22,150,,,10.33e-9
723,C0,890e-3,23,-40,,,10.2e-9
723,C1,890e-3,23,150,,,10.31e-9
724,C0,890e-3,24,-40,,,10.28e-9
724,C1,890e-3,24,150,,,10.4e-9
725,C0,890e-3,25,-40,,,10.19e-9
725,C1,890e-3,25,150,,,10.29e-9
726,C0,890e-3,26,-40,,,10.18e-9
726,C1,890e-3,26,150,,,10.31e-9
727,C0,890e-3,27,-40,,,10.21e-9
727,C1,890e-3,27,150,,,10.31e-9
728,C0,890e-3,28,-40,,,10.19e-9
728,C1,890e-3,28,150,,,10.29e-9
729,C0,890e-3,29,-40,,,10.23e-9
729,C1,890e-3,29,150,,,10.34e-9
730,C0,890e-3,30,-40,,,10.15e-9
730,C1,890e-3,30,150,,,10.26e-9
731,C0,890e-3,31,-40,,,10.2e-9
731,C1,890e-3,31,150,,,10.31e-9
732,C0,890e-3,32,-40,,,10.2e-9
732,C1,890e-3,32,150,,,10.32e-9
733,C0,890e-3,33,-40,,,10.27e-9
733,C1,890e-3,33,150,,,10.37e-9
734,C0,890e-3,34,-40,,,10.21e-9
734,C1,890e-3,34,150,,,10.31e-9
735,C0,890e-3,35,-40,,,10.16e-9
735,C1,890e-3,35,150,,,10.27e-9
736,C0,890e-3,36,-40,,,10.24e-9
736,C1,890e-3,36,150,,,10.37e-9
737,C0,890e-3,37,-40,,,10.16e-9
737,C1,890e-3,37,150,,,10.26e-9
738,C0,890e-3,38,-40,,,10.2e-9
738,C1,890e-3,38,150,,,10.31e-9
739,C0,890e-3,39,-40,,,10.15e-9
739,C1,890e-3,39,150,,,10.26e-9
740,C0,890e-3,40,-40,,,10.23e-9
740,C1,890e-3,40,150,,,10.35e-9
741,C0,890e-3,41,-40,,,10.18e-9
741,C1,890e-3,41,150,,,10.3e-9
742,C0,890e-3,42,-40,,,10.19e-9
742,C1,890e-3,42,150,,,10.3e-9
743,C0,890e-3,43,-40,,,10.12e-9
743,C1,890e-3,43,150,,,10.23e-9
744,C0,890e-3,44,-40,,,10.19e-9
744,C1,890e-3,44,150,,,10.31e-9
745,C0,890e-3,45,-40,,,10.25e-9
745,C1,890e-3,45,150,,,10.35e-9
746,C0,890e-3,46,-40,,,10.21e-9
746,C1,890e-3,46,150,,,10.3e-9
747,C0,890e-3,47,-40,,,10.14e-9
747,C1,890e-3,47,150,,,10.25e-9
748,C0,890e-3,48,-40,,,10.22e-9
748,C1,890e-3,48,150,,,10.33e-9
749,C0,890e-3,49,-40,,,10.17e-9
749,C1,890e-3,49,150,,,10.29e-9
750,C0,890e-3,50,-40,,,10.2e-9
750,C1,890e-3,50,150,,,10.31e-9
751,C0,890e-3,51,-40,,,10.24e-9
751,C1,890e-3,51,150,,,10.33e-9
752,C0,890e-3,52,-40,,,10.2e-9
752,C1,890e-3,52,150,,,10.32e-9
753,C0,890e-3,53,-40,,,10.13e-9
753,C1,890e-3,53,150,,,10.22e-9
754,C0,890e-3,54,-40,,,10.2e-9
754,C1,890e-3,54,150,,,10.31e-9
755,C0,890e-3,55,-40,,,10.18e-9
755,C1,890e-3,55,150,,,10.3e-9
756,C0,890e-3,56,-40,,,10.21e-9
756,C1,890e-3,56,150,,,10.32e-9
757,C0,890e-3,57,-40,,,10.17e-9
757,C1,890e-3,57,150,,,10.29e-9
758,C0,890e-3,58,-40,,,10.22e-9
758,C1,890e-3,58,150,,,10.32e-9
759,C0,890e-3,59,-40,,,10.19e-9
759,C1,890e-3,59,150,,,10.31e-9
760,C0,890e-3,60,-40,,,10.23e-9
760,C1,890e-3,60,150,,,10.35e-9
761,C0,890e-3,61,-40,,,10.18e-9
761,C1,890e-3,61,150,,,10.3e-9
762,C0,890e-3,62,-40,,,10.2e-9
762,C1,890e-3,62,150,,,10.32e-9
763,C0,890e-3,63,-40,,,10.07e-9
763,C1,890e-3,63,150,,,10.16e-9
764,C0,890e-3,64,-40,,,10.24e-9
764,C1,890e-3,64,150,,,10.37e-9
765,C0,890e-3,65,-40,,,10.19e-9
765,C1,890e-3,65,150,,,10.3e-9
766,C0,890e-3,66,-40,,,10.17e-9
766,C1,890e-3,66,150,,,10.3e-9
767,C0,890e-3,67,-40,,,10.21e-9
767,C1,890e-3,67,150,,,10.31e-9
768,C0,890e-3,68,-40,,,10.18e-9
768,C1,890e-3,68,150,,,10.31e-9
769,C0,890e-3,69,-40,,,10.22e-9
769,C1,890e-3,69,150,,,10.32e-9
770,C0,890e-3,70,-40,,,10.11e-9
770,C1,890e-3,70,150,,,10.2e-9
771,C0,890e-3,71,-40,,,10.2e-9
771,C1,890e-3,71,150,,,10.32e-9
772,C0,890e-3,72,-40,,,10.19e-9
772,C1,890e-3,72,150,,,10.31e-9
773,C0,890e-3,73,-40,,,10.22e-9
773,C1,890e-3,73,150,,,10.32e-9
774,C0,890e-3,74,-40,,,10.15e-9
774,C1,890e-3,74,150,,,10.25e-9
775,C0,890e-3,75,-40,,,10.21e-9
775,C1,890e-3,75,150,,,10.32e-9
776,C0,890e-3,76,-40,,,10.26e-9
776,C1,890e-3,76,150,,,10.38e-9
777,C0,890e-3,77,-40,,,10.2e-9
777,C1,890e-3,77,150,,,10.3e-9
778,C0,890e-3,78,-40,,,10.17e-9
778,C1,890e-3,78,150,,,10.3e-9
779,C0,890e-3,79,-40,,,10.21e-9
779,C1,890e-3,79,150,,,10.31e-9
780,C0,890e-3,80,-40,,,10.16e-9
780,C1,890e-3,80,150,,,10.27e-9
781,C0,890e-3,81,-40,,,10.22e-9
781,C1,890e-3,81,150,,,10.31e-9
782,C0,890e-3,82,-40,,,10.25e-9
782,C1,890e-3,82,150,,,10.36e-9
783,C0,890e-3,83,-40,,,10.2e-9
783,C1,890e-3,83,150,,,10.33e-9
784,C0,890e-3,84,-40,,,10.14e-9
784,C1,890e-3,84,150,,,10.25e-9
785,C0,890e-3,85,-40,,,10.19e-9
785,C1,890e-3,85,150,,,10.31e-9
786,C0,890e-3,86,-40,,,10.18e-9
786,C1,890e-3,86,150,,,10.29e-9
787,C0,890e-3,87,-40,,,10.24e-9
787,C1,890e-3,87,150,,,10.34e-9
788,C0,890e-3,88,-40,,,10.12e-9
788,C1,890e-3,88,150,,,10.23e-9
789,C0,890e-3,89,-40,,,10.19e-9
789,C1,890e-3,89,150,,,10.31e-9
790,C0,890e-3,90,-40,,,10.17e-9
790,C1,890e-3,90,150,,,10.28e-9
791,C0,890e-3,91,-40,,,10.23e-9
791,C1,890e-3,91,150,,,10.33e-9
792,C0,890e-3,92,-40,,,10.15e-9
792,C1,890e-3,92,150,,,10.25e-9
793,C0,890e-3,93,-40,,,10.22e-9
793,C1,890e-3,93,150,,,10.35e-9
794,C0,890e-3,94,-40,,,10.24e-9
794,C1,890e-3,94,150,,,10.34e-9
795,C0,890e-3,95,-40,,,10.15e-9
795,C1,890e-3,95,150,,,10.26e-9
796,C0,890e-3,96,-40,,,10.2e-9
796,C1,890e-3,96,150,,,10.31e-9
797,C0,890e-3,97,-40,,,10.13e-9
797,C1,890e-3,97,150,,,10.25e-9
798,C0,890e-3,98,-40,,,10.23e-9
798,C1,890e-3,98,150,,,10.35e-9
799,C0,890e-3,99,-40,,,10.17e-9
799,C1,890e-3,99,150,,,10.25e-9
800,C0,890e-3,100,-40,,,10.19e-9
800,C1,890e-3,100,150,,,10.3e-9
801,C0,895e-3,1,-40,,,10.39e-9
801,C1,895e-3,1,150,,,10.5e-9
802,C0,895e-3,2,-40,,,10.34e-9
802,C1,895e-3,2,150,,,10.46e-9
803,C0,895e-3,3,-40,,,10.43e-9
803,C1,895e-3,3,150,,,10.57e-9
804,C0,895e-3,4,-40,,,10.33e-9
804,C1,895e-3,4,150,,,10.45e-9
805,C0,895e-3,5,-40,,,10.41e-9
805,C1,895e-3,5,150,,,10.54e-9
806,C0,895e-3,6,-40,,,10.28e-9
806,C1,895e-3,6,150,,,10.41e-9
807,C0,895e-3,7,-40,,,10.34e-9
807,C1,895e-3,7,150,,,10.44e-9
808,C0,895e-3,8,-40,,,10.33e-9
808,C1,895e-3,8,150,,,10.44e-9
809,C0,895e-3,9,-40,,,10.41e-9
809,C1,895e-3,9,150,,,10.54e-9
810,C0,895e-3,10,-40,,,10.44e-9
810,C1,895e-3,10,150,,,10.56e-9
811,C0,895e-3,11,-40,,,10.37e-9
811,C1,895e-3,11,150,,,10.5e-9
812,C0,895e-3,12,-40,,,10.32e-9
812,C1,895e-3,12,150,,,10.45e-9
813,C0,895e-3,13,-40,,,10.38e-9
813,C1,895e-3,13,150,,,10.5e-9
814,C0,895e-3,14,-40,,,10.34e-9
814,C1,895e-3,14,150,,,10.46e-9
815,C0,895e-3,15,-40,,,10.41e-9
815,C1,895e-3,15,150,,,10.55e-9
816,C0,895e-3,16,-40,,,10.35e-9
816,C1,895e-3,16,150,,,10.46e-9
817,C0,895e-3,17,-40,,,10.4e-9
817,C1,895e-3,17,150,,,10.52e-9
818,C0,895e-3,18,-40,,,10.31e-9
818,C1,895e-3,18,150,,,10.44e-9
819,C0,895e-3,19,-40,,,10.37e-9
819,C1,895e-3,19,150,,,10.49e-9
820,C0,895e-3,20,-40,,,10.39e-9
820,C1,895e-3,20,150,,,10.52e-9
821,C0,895e-3,21,-40,,,10.36e-9
821,C1,895e-3,21,150,,,10.48e-9
822,C0,895e-3,22,-40,,,10.37e-9
822,C1,895e-3,22,150,,,10.54e-9
823,C0,895e-3,23,-40,,,10.38e-9
823,C1,895e-3,23,150,,,10.49e-9
824,C0,895e-3,24,-40,,,10.47e-9
824,C1,895e-3,24,150,,,10.61e-9
825,C0,895e-3,25,-40,,,10.36e-9
825,C1,895e-3,25,150,,,10.48e-9
826,C0,895e-3,26,-40,,,10.35e-9
826,C1,895e-3,26,150,,,10.5e-9
827,C0,895e-3,27,-40,,,10.38e-9
827,C1,895e-3,27,150,,,10.5e-9
828,C0,895e-3,28,-40,,,10.36e-9
828,C1,895e-3,28,150,,,10.47e-9
829,C0,895e-3,29,-40,,,10.41e-9
829,C1,895e-3,29,150,,,10.53e-9
830,C0,895e-3,30,-40,,,10.32e-9
830,C1,895e-3,30,150,,,10.44e-9
831,C0,895e-3,31,-40,,,10.38e-9
831,C1,895e-3,31,150,,,10.49e-9
832,C0,895e-3,32,-40,,,10.38e-9
832,C1,895e-3,32,150,,,10.51e-9
833,C0,895e-3,33,-40,,,10.46e-9
833,C1,895e-3,33,150,,,10.57e-9
834,C0,895e-3,34,-40,,,10.39e-9
834,C1,895e-3,34,150,,,10.49e-9
835,C0,895e-3,35,-40,,,10.33e-9
835,C1,895e-3,35,150,,,10.45e-9
836,C0,895e-3,36,-40,,,10.43e-9
836,C1,895e-3,36,150,,,10.57e-9
837,C0,895e-3,37,-40,,,10.33e-9
837,C1,895e-3,37,150,,,10.45e-9
838,C0,895e-3,38,-40,,,10.38e-9
838,C1,895e-3,38,150,,,10.5e-9
839,C0,895e-3,39,-40,,,10.32e-9
839,C1,895e-3,39,150,,,10.44e-9
840,C0,895e-3,40,-40,,,10.41e-9
840,C1,895e-3,40,150,,,10.55e-9
841,C0,895e-3,41,-40,,,10.35e-9
841,C1,895e-3,41,150,,,10.49e-9
842,C0,895e-3,42,-40,,,10.37e-9
842,C1,895e-3,42,150,,,10.49e-9
843,C0,895e-3,43,-40,,,10.29e-9
843,C1,895e-3,43,150,,,10.41e-9
844,C0,895e-3,44,-40,,,10.37e-9
844,C1,895e-3,44,150,,,10.49e-9
845,C0,895e-3,45,-40,,,10.43e-9
845,C1,895e-3,45,150,,,10.54e-9
846,C0,895e-3,46,-40,,,10.38e-9
846,C1,895e-3,46,150,,,10.49e-9
847,C0,895e-3,47,-40,,,10.31e-9
847,C1,895e-3,47,150,,,10.43e-9
848,C0,895e-3,48,-40,,,10.4e-9
848,C1,895e-3,48,150,,,10.52e-9
849,C0,895e-3,49,-40,,,10.34e-9
849,C1,895e-3,49,150,,,10.48e-9
850,C0,895e-3,50,-40,,,10.37e-9
850,C1,895e-3,50,150,,,10.5e-9
851,C0,895e-3,51,-40,,,10.41e-9
851,C1,895e-3,51,150,,,10.53e-9
852,C0,895e-3,52,-40,,,10.38e-9
852,C1,895e-3,52,150,,,10.51e-9
853,C0,895e-3,53,-40,,,10.29e-9
853,C1,895e-3,53,150,,,10.39e-9
854,C0,895e-3,54,-40,,,10.38e-9
854,C1,895e-3,54,150,,,10.49e-9
855,C0,895e-3,55,-40,,,10.35e-9
855,C1,895e-3,55,150,,,10.48e-9
856,C0,895e-3,56,-40,,,10.39e-9
856,C1,895e-3,56,150,,,10.51e-9
857,C0,895e-3,57,-40,,,10.35e-9
857,C1,895e-3,57,150,,,10.48e-9
858,C0,895e-3,58,-40,,,10.39e-9
858,C1,895e-3,58,150,,,10.51e-9
859,C0,895e-3,59,-40,,,10.36e-9
859,C1,895e-3,59,150,,,10.49e-9
860,C0,895e-3,60,-40,,,10.41e-9
860,C1,895e-3,60,150,,,10.54e-9
861,C0,895e-3,61,-40,,,10.35e-9
861,C1,895e-3,61,150,,,10.48e-9
862,C0,895e-3,62,-40,,,10.38e-9
862,C1,895e-3,62,150,,,10.5e-9
863,C0,895e-3,63,-40,,,10.23e-9
863,C1,895e-3,63,150,,,10.32e-9
864,C0,895e-3,64,-40,,,10.43e-9
864,C1,895e-3,64,150,,,10.58e-9
865,C0,895e-3,65,-40,,,10.36e-9
865,C1,895e-3,65,150,,,10.48e-9
866,C0,895e-3,66,-40,,,10.35e-9
866,C1,895e-3,66,150,,,10.49e-9
867,C0,895e-3,67,-40,,,10.38e-9
867,C1,895e-3,67,150,,,10.5e-9
868,C0,895e-3,68,-40,,,10.36e-9
868,C1,895e-3,68,150,,,10.5e-9
869,C0,895e-3,69,-40,,,10.39e-9
869,C1,895e-3,69,150,,,10.51e-9
870,C0,895e-3,70,-40,,,10.27e-9
870,C1,895e-3,70,150,,,10.37e-9
871,C0,895e-3,71,-40,,,10.38e-9
871,C1,895e-3,71,150,,,10.5e-9
872,C0,895e-3,72,-40,,,10.37e-9
872,C1,895e-3,72,150,,,10.5e-9
873,C0,895e-3,73,-40,,,10.4e-9
873,C1,895e-3,73,150,,,10.51e-9
874,C0,895e-3,74,-40,,,10.31e-9
874,C1,895e-3,74,150,,,10.43e-9
875,C0,895e-3,75,-40,,,10.38e-9
875,C1,895e-3,75,150,,,10.51e-9
876,C0,895e-3,76,-40,,,10.45e-9
876,C1,895e-3,76,150,,,10.59e-9
877,C0,895e-3,77,-40,,,10.37e-9
877,C1,895e-3,77,150,,,10.49e-9
878,C0,895e-3,78,-40,,,10.35e-9
878,C1,895e-3,78,150,,,10.48e-9
879,C0,895e-3,79,-40,,,10.39e-9
879,C1,895e-3,79,150,,,10.5e-9
880,C0,895e-3,80,-40,,,10.33e-9
880,C1,895e-3,80,150,,,10.45e-9
881,C0,895e-3,81,-40,,,10.39e-9
881,C1,895e-3,81,150,,,10.49e-9
882,C0,895e-3,82,-40,,,10.44e-9
882,C1,895e-3,82,150,,,10.55e-9
883,C0,895e-3,83,-40,,,10.38e-9
883,C1,895e-3,83,150,,,10.52e-9
884,C0,895e-3,84,-40,,,10.31e-9
884,C1,895e-3,84,150,,,10.43e-9
885,C0,895e-3,85,-40,,,10.37e-9
885,C1,895e-3,85,150,,,10.5e-9
886,C0,895e-3,86,-40,,,10.35e-9
886,C1,895e-3,86,150,,,10.48e-9
887,C0,895e-3,87,-40,,,10.42e-9
887,C1,895e-3,87,150,,,10.53e-9
888,C0,895e-3,88,-40,,,10.28e-9
888,C1,895e-3,88,150,,,10.41e-9
889,C0,895e-3,89,-40,,,10.37e-9
889,C1,895e-3,89,150,,,10.5e-9
890,C0,895e-3,90,-40,,,10.34e-9
890,C1,895e-3,90,150,,,10.47e-9
891,C0,895e-3,91,-40,,,10.41e-9
891,C1,895e-3,91,150,,,10.52e-9
892,C0,895e-3,92,-40,,,10.32e-9
892,C1,895e-3,92,150,,,10.43e-9
893,C0,895e-3,93,-40,,,10.4e-9
893,C1,895e-3,93,150,,,10.55e-9
894,C0,895e-3,94,-40,,,10.42e-9
894,C1,895e-3,94,150,,,10.53e-9
895,C0,895e-3,95,-40,,,10.32e-9
895,C1,895e-3,95,150,,,10.44e-9
896,C0,895e-3,96,-40,,,10.38e-9
896,C1,895e-3,96,150,,,10.49e-9
897,C0,895e-3,97,-40,,,10.3e-9
897,C1,895e-3,97,150,,,10.42e-9
898,C0,895e-3,98,-40,,,10.42e-9
898,C1,895e-3,98,150,,,10.54e-9
899,C0,895e-3,99,-40,,,10.33e-9
899,C1,895e-3,99,150,,,10.43e-9
900,C0,895e-3,100,-40,,,10.36e-9
900,C1,895e-3,100,150,,,10.49e-9
