Point,Corner,i,mc_iteration,Pass/Fail,FREQ,/OUT,"(1 * average(IT(""/R0/PLUS"")))"
2.39E+03,monte carlo,1.46E-06,191,,2.42E+08,,8.30E-06
2.39E+03,monte carlo,1.46E-06,192,,2.46E+08,,7.64E-06
2.39E+03,monte carlo,1.46E-06,193,,2.50E+08,,8.87E-06
2.39E+03,monte carlo,1.46E-06,194,,2.50E+08,,8.70E-06
2.40E+03,monte carlo,1.46E-06,195,,2.48E+08,,9.33E-06
2.40E+03,monte carlo,1.46E-06,196,,2.46E+08,,8.91E-06
2.40E+03,monte carlo,1.46E-06,197,,2.57E+08,,7.57E-06
2.40E+03,monte carlo,1.46E-06,198,,2.67E+08,,8.62E-06
2.40E+03,monte carlo,1.46E-06,199,,2.45E+08,,9.04E-06
2.40E+03,monte carlo,1.46E-06,200,,2.44E+08,,9.19E-06
2.40E+03,monte carlo,1.59E-06,1,,2.82E+08,,8.97E-06
2.40E+03,monte carlo,1.59E-06,2,,2.73E+08,,8.88E-06
2.40E+03,monte carlo,1.59E-06,3,,2.74E+08,,9.99E-06
2.40E+03,monte carlo,1.59E-06,4,,2.73E+08,,8.78E-06
2.41E+03,monte carlo,1.59E-06,5,,2.75E+08,,9.78E-06
2.41E+03,monte carlo,1.59E-06,6,,2.60E+08,,9.48E-06
2.41E+03,monte carlo,1.59E-06,7,,2.75E+08,,7.87E-06
2.41E+03,monte carlo,1.59E-06,8,,2.72E+08,,8.66E-06
2.41E+03,monte carlo,1.59E-06,9,,2.74E+08,,9.56E-06
2.41E+03,monte carlo,1.59E-06,10,,2.85E+08,,9.10E-06
2.41E+03,monte carlo,1.59E-06,11,,2.60E+08,,9.91E-06
2.41E+03,monte carlo,1.59E-06,12,,2.63E+08,,9.31E-06
2.41E+03,monte carlo,1.59E-06,13,,2.82E+08,,8.97E-06
2.41E+03,monte carlo,1.59E-06,14,,2.72E+08,,8.72E-06
2.42E+03,monte carlo,1.59E-06,15,,2.75E+08,,1.00E-05
2.42E+03,monte carlo,1.59E-06,16,,2.76E+08,,8.82E-06
2.42E+03,monte carlo,1.59E-06,17,,2.78E+08,,9.25E-06
2.42E+03,monte carlo,1.59E-06,18,,2.54E+08,,9.62E-06
2.42E+03,monte carlo,1.59E-06,19,,2.76E+08,,9.06E-06
2.42E+03,monte carlo,1.59E-06,20,,2.77E+08,,8.84E-06
2.42E+03,monte carlo,1.59E-06,21,,2.75E+08,,8.72E-06
2.42E+03,monte carlo,1.59E-06,22,,2.50E+08,,1.21E-05
2.42E+03,monte carlo,1.59E-06,23,,2.77E+08,,9.08E-06
2.42E+03,monte carlo,1.59E-06,24,,2.87E+08,,9.77E-06
2.43E+03,monte carlo,1.59E-06,25,,2.76E+08,,8.55E-06
2.43E+03,monte carlo,1.59E-06,26,,2.60E+08,,1.08E-05
2.43E+03,monte carlo,1.59E-06,27,,2.77E+08,,8.76E-06
2.43E+03,monte carlo,1.59E-06,28,,2.77E+08,,8.45E-06
2.43E+03,monte carlo,1.59E-06,29,,2.79E+08,,9.02E-06
2.43E+03,monte carlo,1.59E-06,30,,2.59E+08,,9.33E-06
2.43E+03,monte carlo,1.59E-06,31,,2.78E+08,,8.94E-06
2.43E+03,monte carlo,1.59E-06,32,,2.66E+08,,9.70E-06
2.43E+03,monte carlo,1.59E-06,33,,2.88E+08,,9.21E-06
2.43E+03,monte carlo,1.59E-06,34,,2.83E+08,,8.73E-06
2.44E+03,monte carlo,1.59E-06,35,,2.67E+08,,9.06E-06
2.44E+03,monte carlo,1.59E-06,36,,2.68E+08,,1.07E-05
2.44E+03,monte carlo,1.59E-06,37,,2.70E+08,,8.62E-06
2.44E+03,monte carlo,1.59E-06,38,,2.71E+08,,9.34E-06
2.44E+03,monte carlo,1.59E-06,39,,2.70E+08,,8.94E-06
2.44E+03,monte carlo,1.59E-06,40,,2.70E+08,,9.96E-06
2.44E+03,monte carlo,1.59E-06,41,,2.72E+08,,9.50E-06
2.44E+03,monte carlo,1.59E-06,42,,2.72E+08,,9.23E-06
2.44E+03,monte carlo,1.59E-06,43,,2.68E+08,,8.86E-06
2.44E+03,monte carlo,1.59E-06,44,,2.67E+08,,9.47E-06
2.45E+03,monte carlo,1.59E-06,45,,2.85E+08,,9.05E-06
2.45E+03,monte carlo,1.59E-06,46,,2.80E+08,,8.33E-06
2.45E+03,monte carlo,1.59E-06,47,,2.67E+08,,9.03E-06
2.45E+03,monte carlo,1.59E-06,48,,2.79E+08,,9.33E-06
2.45E+03,monte carlo,1.59E-06,49,,2.61E+08,,1.02E-05
2.45E+03,monte carlo,1.59E-06,50,,2.71E+08,,9.40E-06
2.45E+03,monte carlo,1.59E-06,51,,2.84E+08,,8.36E-06
2.45E+03,monte carlo,1.59E-06,52,,2.76E+08,,9.47E-06
2.45E+03,monte carlo,1.59E-06,53,,2.70E+08,,7.98E-06
2.45E+03,monte carlo,1.59E-06,54,,2.79E+08,,8.40E-06
2.46E+03,monte carlo,1.59E-06,55,,2.68E+08,,9.91E-06
2.46E+03,monte carlo,1.59E-06,56,,2.78E+08,,9.41E-06
2.46E+03,monte carlo,1.59E-06,57,,2.55E+08,,1.03E-05
2.46E+03,monte carlo,1.59E-06,58,,2.82E+08,,8.47E-06
2.46E+03,monte carlo,1.59E-06,59,,2.69E+08,,9.59E-06
2.46E+03,monte carlo,1.59E-06,60,,2.81E+08,,9.39E-06
2.46E+03,monte carlo,1.59E-06,61,,2.64E+08,,9.87E-06
2.46E+03,monte carlo,1.59E-06,62,,2.73E+08,,9.41E-06
2.46E+03,monte carlo,1.59E-06,63,,2.63E+08,,8.46E-06
2.46E+03,monte carlo,1.59E-06,64,,2.68E+08,,1.01E-05
2.47E+03,monte carlo,1.59E-06,65,,2.74E+08,,9.35E-06
2.47E+03,monte carlo,1.59E-06,66,,2.64E+08,,1.00E-05
2.47E+03,monte carlo,1.59E-06,67,,2.79E+08,,8.69E-06
2.47E+03,monte carlo,1.59E-06,68,,2.65E+08,,1.05E-05
2.47E+03,monte carlo,1.59E-06,69,,2.79E+08,,8.74E-06
2.47E+03,monte carlo,1.59E-06,70,,2.68E+08,,8.22E-06
2.47E+03,monte carlo,1.59E-06,71,,2.73E+08,,9.25E-06
2.47E+03,monte carlo,1.59E-06,72,,2.67E+08,,9.96E-06
2.47E+03,monte carlo,1.59E-06,73,,2.83E+08,,8.84E-06
2.47E+03,monte carlo,1.59E-06,74,,2.76E+08,,8.91E-06
2.48E+03,monte carlo,1.59E-06,75,,2.74E+08,,9.11E-06
2.48E+03,monte carlo,1.59E-06,76,,2.80E+08,,9.32E-06
2.48E+03,monte carlo,1.59E-06,77,,2.75E+08,,9.12E-06
2.48E+03,monte carlo,1.59E-06,78,,2.67E+08,,9.87E-06
2.48E+03,monte carlo,1.59E-06,79,,2.81E+08,,8.61E-06
2.48E+03,monte carlo,1.59E-06,80,,2.68E+08,,8.96E-06
2.48E+03,monte carlo,1.59E-06,81,,2.82E+08,,8.34E-06
2.48E+03,monte carlo,1.59E-06,82,,2.85E+08,,8.62E-06
2.48E+03,monte carlo,1.59E-06,83,,2.70E+08,,1.03E-05
2.48E+03,monte carlo,1.59E-06,84,,2.67E+08,,9.23E-06
2.49E+03,monte carlo,1.59E-06,85,,2.66E+08,,9.38E-06
2.49E+03,monte carlo,1.59E-06,86,,2.69E+08,,9.26E-06
2.49E+03,monte carlo,1.59E-06,87,,2.82E+08,,8.61E-06
2.49E+03,monte carlo,1.59E-06,88,,2.65E+08,,9.20E-06
2.49E+03,monte carlo,1.59E-06,89,,2.67E+08,,9.27E-06
2.49E+03,monte carlo,1.59E-06,90,,2.69E+08,,9.32E-06
2.49E+03,monte carlo,1.59E-06,91,,2.83E+08,,8.64E-06
2.49E+03,monte carlo,1.59E-06,92,,2.69E+08,,9.13E-06
2.49E+03,monte carlo,1.59E-06,93,,2.66E+08,,1.06E-05
2.49E+03,monte carlo,1.59E-06,94,,2.83E+08,,8.60E-06
2.50E+03,monte carlo,1.59E-06,95,,2.67E+08,,8.71E-06
2.50E+03,monte carlo,1.59E-06,96,,2.77E+08,,8.83E-06
2.50E+03,monte carlo,1.59E-06,97,,2.58E+08,,9.56E-06
2.50E+03,monte carlo,1.59E-06,98,,2.79E+08,,9.32E-06
2.50E+03,monte carlo,1.59E-06,99,,2.74E+08,,7.94E-06
2.50E+03,monte carlo,1.59E-06,100,,2.74E+08,,8.94E-06
2.50E+03,monte carlo,1.59E-06,101,,2.73E+08,,8.60E-06
2.50E+03,monte carlo,1.59E-06,102,,2.75E+08,,9.26E-06
2.50E+03,monte carlo,1.59E-06,103,,2.75E+08,,9.47E-06
2.50E+03,monte carlo,1.59E-06,104,,2.75E+08,,8.84E-06
2.51E+03,monte carlo,1.59E-06,105,,2.76E+08,,8.60E-06
2.51E+03,monte carlo,1.59E-06,106,,2.77E+08,,9.23E-06
2.51E+03,monte carlo,1.59E-06,107,,2.81E+08,,9.32E-06
2.51E+03,monte carlo,1.59E-06,108,,2.78E+08,,8.70E-06
2.51E+03,monte carlo,1.59E-06,109,,2.63E+08,,9.38E-06
2.51E+03,monte carlo,1.59E-06,110,,2.83E+08,,9.59E-06
2.51E+03,monte carlo,1.59E-06,111,,2.62E+08,,1.05E-05
2.51E+03,monte carlo,1.59E-06,112,,2.78E+08,,9.48E-06
2.51E+03,monte carlo,1.59E-06,113,,2.75E+08,,8.58E-06
2.51E+03,monte carlo,1.59E-06,114,,2.63E+08,,1.03E-05
2.52E+03,monte carlo,1.59E-06,115,,2.69E+08,,9.68E-06
2.52E+03,monte carlo,1.59E-06,116,,2.78E+08,,8.40E-06
2.52E+03,monte carlo,1.59E-06,117,,2.58E+08,,9.84E-06
2.52E+03,monte carlo,1.59E-06,118,,2.72E+08,,9.75E-06
2.52E+03,monte carlo,1.59E-06,119,,2.69E+08,,8.35E-06
2.52E+03,monte carlo,1.59E-06,120,,2.77E+08,,8.14E-06
2.52E+03,monte carlo,1.59E-06,121,,2.83E+08,,9.11E-06
2.52E+03,monte carlo,1.59E-06,122,,2.73E+08,,9.66E-06
2.52E+03,monte carlo,1.59E-06,123,,2.73E+08,,9.37E-06
2.52E+03,monte carlo,1.59E-06,124,,2.79E+08,,9.57E-06
2.53E+03,monte carlo,1.59E-06,125,,2.73E+08,,8.33E-06
2.53E+03,monte carlo,1.59E-06,126,,2.66E+08,,9.80E-06
2.53E+03,monte carlo,1.59E-06,127,,2.67E+08,,9.53E-06
2.53E+03,monte carlo,1.59E-06,128,,2.76E+08,,9.33E-06
2.53E+03,monte carlo,1.59E-06,129,,2.73E+08,,8.38E-06
2.53E+03,monte carlo,1.59E-06,130,,2.72E+08,,8.15E-06
2.53E+03,monte carlo,1.59E-06,131,,2.77E+08,,9.46E-06
2.53E+03,monte carlo,1.59E-06,132,,2.61E+08,,1.02E-05
2.53E+03,monte carlo,1.59E-06,133,,2.80E+08,,9.21E-06
2.53E+03,monte carlo,1.59E-06,134,,2.60E+08,,9.99E-06
2.54E+03,monte carlo,1.59E-06,135,,2.76E+08,,8.37E-06
2.54E+03,monte carlo,1.59E-06,136,,2.58E+08,,1.06E-05
2.54E+03,monte carlo,1.59E-06,137,,2.80E+08,,9.22E-06
2.54E+03,monte carlo,1.59E-06,138,,2.62E+08,,9.79E-06
2.54E+03,monte carlo,1.59E-06,139,,2.77E+08,,8.52E-06
2.54E+03,monte carlo,1.59E-06,140,,2.79E+08,,9.54E-06
2.54E+03,monte carlo,1.59E-06,141,,2.78E+08,,9.56E-06
2.54E+03,monte carlo,1.59E-06,142,,2.72E+08,,8.24E-06
2.54E+03,monte carlo,1.59E-06,143,,2.76E+08,,9.43E-06
2.54E+03,monte carlo,1.59E-06,144,,2.72E+08,,9.09E-06
2.55E+03,monte carlo,1.59E-06,145,,2.72E+08,,9.52E-06
2.55E+03,monte carlo,1.59E-06,146,,2.85E+08,,8.69E-06
2.55E+03,monte carlo,1.59E-06,147,,2.79E+08,,8.52E-06
2.55E+03,monte carlo,1.59E-06,148,,2.69E+08,,9.69E-06
2.55E+03,monte carlo,1.59E-06,149,,2.64E+08,,9.99E-06
2.55E+03,monte carlo,1.59E-06,150,,2.76E+08,,8.88E-06
2.55E+03,monte carlo,1.59E-06,151,,2.77E+08,,9.04E-06
2.55E+03,monte carlo,1.59E-06,152,,2.67E+08,,1.04E-05
2.55E+03,monte carlo,1.59E-06,153,,2.77E+08,,8.03E-06
2.55E+03,monte carlo,1.59E-06,154,,2.74E+08,,9.01E-06
2.56E+03,monte carlo,1.59E-06,155,,2.74E+08,,9.17E-06
2.56E+03,monte carlo,1.59E-06,156,,2.70E+08,,9.32E-06
2.56E+03,monte carlo,1.59E-06,157,,2.69E+08,,9.82E-06
2.56E+03,monte carlo,1.59E-06,158,,2.81E+08,,9.06E-06
2.56E+03,monte carlo,1.59E-06,159,,2.77E+08,,8.63E-06
2.56E+03,monte carlo,1.59E-06,160,,2.72E+08,,8.99E-06
2.56E+03,monte carlo,1.59E-06,161,,2.72E+08,,8.76E-06
2.56E+03,monte carlo,1.59E-06,162,,2.81E+08,,8.85E-06
2.56E+03,monte carlo,1.59E-06,163,,2.64E+08,,9.43E-06
2.56E+03,monte carlo,1.59E-06,164,,2.80E+08,,8.68E-06
2.57E+03,monte carlo,1.59E-06,165,,2.66E+08,,1.02E-05
2.57E+03,monte carlo,1.59E-06,166,,2.73E+08,,8.97E-06
2.57E+03,monte carlo,1.59E-06,167,,2.74E+08,,1.04E-05
2.57E+03,monte carlo,1.59E-06,168,,2.80E+08,,8.83E-06
2.57E+03,monte carlo,1.59E-06,169,,2.63E+08,,8.86E-06
2.57E+03,monte carlo,1.59E-06,170,,2.73E+08,,8.99E-06
2.57E+03,monte carlo,1.59E-06,171,,2.70E+08,,8.65E-06
2.57E+03,monte carlo,1.59E-06,172,,2.73E+08,,9.22E-06
2.57E+03,monte carlo,1.59E-06,173,,2.74E+08,,9.08E-06
2.57E+03,monte carlo,1.59E-06,174,,2.81E+08,,8.90E-06
2.58E+03,monte carlo,1.59E-06,175,,2.63E+08,,9.68E-06
2.58E+03,monte carlo,1.59E-06,176,,2.80E+08,,7.99E-06
2.58E+03,monte carlo,1.59E-06,177,,2.71E+08,,9.32E-06
2.58E+03,monte carlo,1.59E-06,178,,2.71E+08,,9.94E-06
2.58E+03,monte carlo,1.59E-06,179,,2.69E+08,,8.90E-06
2.58E+03,monte carlo,1.59E-06,180,,2.72E+08,,9.93E-06
2.58E+03,monte carlo,1.59E-06,181,,2.85E+08,,8.43E-06
2.58E+03,monte carlo,1.59E-06,182,,2.68E+08,,9.79E-06
2.58E+03,monte carlo,1.59E-06,183,,2.70E+08,,9.17E-06
2.58E+03,monte carlo,1.59E-06,184,,2.70E+08,,1.01E-05
2.59E+03,monte carlo,1.59E-06,185,,2.83E+08,,8.59E-06
2.59E+03,monte carlo,1.59E-06,186,,2.60E+08,,1.04E-05
2.59E+03,monte carlo,1.59E-06,187,,2.67E+08,,9.18E-06
2.59E+03,monte carlo,1.59E-06,188,,2.84E+08,,8.90E-06
2.59E+03,monte carlo,1.59E-06,189,,2.69E+08,,9.41E-06
2.59E+03,monte carlo,1.59E-06,190,,2.69E+08,,1.04E-05
2.59E+03,monte carlo,1.59E-06,191,,2.64E+08,,8.87E-06
2.59E+03,monte carlo,1.59E-06,192,,2.68E+08,,8.19E-06
2.59E+03,monte carlo,1.59E-06,193,,2.73E+08,,9.46E-06
2.59E+03,monte carlo,1.59E-06,194,,2.73E+08,,9.29E-06
2.60E+03,monte carlo,1.59E-06,195,,2.71E+08,,9.94E-06
2.60E+03,monte carlo,1.59E-06,196,,2.69E+08,,9.50E-06
2.60E+03,monte carlo,1.59E-06,197,,2.79E+08,,8.14E-06
2.60E+03,monte carlo,1.59E-06,198,,2.90E+08,,9.23E-06
2.60E+03,monte carlo,1.59E-06,199,,2.68E+08,,9.64E-06
2.60E+03,monte carlo,1.59E-06,200,,2.67E+08,,9.79E-06
2.60E+03,monte carlo,1.72E-06,1,,3.04E+08,,9.56E-06
2.60E+03,monte carlo,1.72E-06,2,,2.96E+08,,9.46E-06
2.60E+03,monte carlo,1.72E-06,3,,2.98E+08,,1.06E-05
2.60E+03,monte carlo,1.72E-06,4,,2.95E+08,,9.36E-06
2.61E+03,monte carlo,1.72E-06,5,,2.98E+08,,1.04E-05
2.61E+03,monte carlo,1.72E-06,6,,2.83E+08,,1.01E-05
2.61E+03,monte carlo,1.72E-06,7,,2.96E+08,,8.41E-06
2.61E+03,monte carlo,1.72E-06,8,,2.94E+08,,9.24E-06
2.61E+03,monte carlo,1.72E-06,9,,2.97E+08,,1.02E-05
2.61E+03,monte carlo,1.72E-06,10,,3.07E+08,,9.69E-06
2.61E+03,monte carlo,1.72E-06,11,,2.83E+08,,1.05E-05
2.61E+03,monte carlo,1.72E-06,12,,2.86E+08,,9.89E-06
2.61E+03,monte carlo,1.72E-06,13,,3.05E+08,,9.55E-06
2.61E+03,monte carlo,1.72E-06,14,,2.95E+08,,9.29E-06
2.62E+03,monte carlo,1.72E-06,15,,2.99E+08,,1.06E-05
2.62E+03,monte carlo,1.72E-06,16,,2.99E+08,,9.39E-06
2.62E+03,monte carlo,1.72E-06,17,,3.01E+08,,9.85E-06
2.62E+03,monte carlo,1.72E-06,18,,2.77E+08,,1.02E-05
2.62E+03,monte carlo,1.72E-06,19,,2.99E+08,,9.64E-06
2.62E+03,monte carlo,1.72E-06,20,,3.00E+08,,9.42E-06
2.62E+03,monte carlo,1.72E-06,21,,2.97E+08,,9.29E-06
2.62E+03,monte carlo,1.72E-06,22,,2.72E+08,,1.28E-05
2.62E+03,monte carlo,1.72E-06,23,,3.00E+08,,9.67E-06
2.62E+03,monte carlo,1.72E-06,24,,3.10E+08,,1.04E-05
2.63E+03,monte carlo,1.72E-06,25,,2.98E+08,,9.13E-06
2.63E+03,monte carlo,1.72E-06,26,,2.83E+08,,1.14E-05
2.63E+03,monte carlo,1.72E-06,27,,3.00E+08,,9.35E-06
2.63E+03,monte carlo,1.72E-06,28,,2.98E+08,,9.02E-06
2.63E+03,monte carlo,1.72E-06,29,,3.02E+08,,9.61E-06
2.63E+03,monte carlo,1.72E-06,30,,2.82E+08,,9.90E-06
2.63E+03,monte carlo,1.72E-06,31,,3.01E+08,,9.53E-06
2.63E+03,monte carlo,1.72E-06,32,,2.89E+08,,1.03E-05
2.63E+03,monte carlo,1.72E-06,33,,3.11E+08,,9.80E-06
2.63E+03,monte carlo,1.72E-06,34,,3.05E+08,,9.32E-06
2.64E+03,monte carlo,1.72E-06,35,,2.89E+08,,9.64E-06
2.64E+03,monte carlo,1.72E-06,36,,2.91E+08,,1.13E-05
2.64E+03,monte carlo,1.72E-06,37,,2.92E+08,,9.18E-06
2.64E+03,monte carlo,1.72E-06,38,,2.94E+08,,9.93E-06
2.64E+03,monte carlo,1.72E-06,39,,2.92E+08,,9.51E-06
2.64E+03,monte carlo,1.72E-06,40,,2.93E+08,,1.06E-05
2.64E+03,monte carlo,1.72E-06,41,,2.95E+08,,1.01E-05
2.64E+03,monte carlo,1.72E-06,42,,2.95E+08,,9.81E-06
2.64E+03,monte carlo,1.72E-06,43,,2.90E+08,,9.43E-06
2.64E+03,monte carlo,1.72E-06,44,,2.90E+08,,1.01E-05
2.65E+03,monte carlo,1.72E-06,45,,3.08E+08,,9.64E-06
2.65E+03,monte carlo,1.72E-06,46,,3.02E+08,,8.90E-06
2.65E+03,monte carlo,1.72E-06,47,,2.89E+08,,9.61E-06
2.65E+03,monte carlo,1.72E-06,48,,3.02E+08,,9.93E-06
2.65E+03,monte carlo,1.72E-06,49,,2.84E+08,,1.08E-05
2.65E+03,monte carlo,1.72E-06,50,,2.93E+08,,9.99E-06
2.65E+03,monte carlo,1.72E-06,51,,3.06E+08,,8.93E-06
2.65E+03,monte carlo,1.72E-06,52,,2.99E+08,,1.01E-05
2.65E+03,monte carlo,1.72E-06,53,,2.91E+08,,8.53E-06
2.65E+03,monte carlo,1.72E-06,54,,3.01E+08,,8.97E-06
2.66E+03,monte carlo,1.72E-06,55,,2.91E+08,,1.05E-05
2.66E+03,monte carlo,1.72E-06,56,,3.01E+08,,1.00E-05
2.66E+03,monte carlo,1.72E-06,57,,2.77E+08,,1.09E-05
2.66E+03,monte carlo,1.72E-06,58,,3.04E+08,,9.05E-06
2.66E+03,monte carlo,1.72E-06,59,,2.92E+08,,1.02E-05
2.66E+03,monte carlo,1.72E-06,60,,3.04E+08,,9.98E-06
2.66E+03,monte carlo,1.72E-06,61,,2.86E+08,,1.05E-05
2.66E+03,monte carlo,1.72E-06,62,,2.96E+08,,9.99E-06
2.66E+03,monte carlo,1.72E-06,63,,2.85E+08,,9.01E-06
2.66E+03,monte carlo,1.72E-06,64,,2.91E+08,,1.07E-05
2.67E+03,monte carlo,1.72E-06,65,,2.97E+08,,9.94E-06
2.67E+03,monte carlo,1.72E-06,66,,2.87E+08,,1.06E-05
2.67E+03,monte carlo,1.72E-06,67,,3.01E+08,,9.26E-06
2.67E+03,monte carlo,1.72E-06,68,,2.88E+08,,1.11E-05
2.67E+03,monte carlo,1.72E-06,69,,3.02E+08,,9.32E-06
2.67E+03,monte carlo,1.72E-06,70,,2.90E+08,,8.77E-06
2.67E+03,monte carlo,1.72E-06,71,,2.96E+08,,9.83E-06
2.67E+03,monte carlo,1.72E-06,72,,2.90E+08,,1.06E-05
2.67E+03,monte carlo,1.72E-06,73,,3.06E+08,,9.42E-06
2.67E+03,monte carlo,1.72E-06,74,,2.98E+08,,9.49E-06
2.68E+03,monte carlo,1.72E-06,75,,2.97E+08,,9.68E-06
2.68E+03,monte carlo,1.72E-06,76,,3.03E+08,,9.92E-06
2.68E+03,monte carlo,1.72E-06,77,,2.98E+08,,9.70E-06
2.68E+03,monte carlo,1.72E-06,78,,2.90E+08,,1.05E-05
2.68E+03,monte carlo,1.72E-06,79,,3.03E+08,,9.19E-06
2.68E+03,monte carlo,1.72E-06,80,,2.90E+08,,9.53E-06
2.68E+03,monte carlo,1.72E-06,81,,3.03E+08,,8.91E-06
2.68E+03,monte carlo,1.72E-06,82,,3.07E+08,,9.20E-06
2.68E+03,monte carlo,1.72E-06,83,,2.94E+08,,1.09E-05
2.68E+03,monte carlo,1.72E-06,84,,2.90E+08,,9.81E-06
2.69E+03,monte carlo,1.72E-06,85,,2.89E+08,,9.97E-06
2.69E+03,monte carlo,1.72E-06,86,,2.92E+08,,9.85E-06
2.69E+03,monte carlo,1.72E-06,87,,3.05E+08,,9.19E-06
2.69E+03,monte carlo,1.72E-06,88,,2.87E+08,,9.77E-06
2.69E+03,monte carlo,1.72E-06,89,,2.90E+08,,9.86E-06
2.69E+03,monte carlo,1.72E-06,90,,2.92E+08,,9.91E-06
2.69E+03,monte carlo,1.72E-06,91,,3.05E+08,,9.22E-06
2.69E+03,monte carlo,1.72E-06,92,,2.91E+08,,9.72E-06
2.69E+03,monte carlo,1.72E-06,93,,2.89E+08,,1.12E-05
2.69E+03,monte carlo,1.72E-06,94,,3.05E+08,,9.17E-06
2.70E+03,monte carlo,1.72E-06,95,,2.90E+08,,9.28E-06
2.70E+03,monte carlo,1.72E-06,96,,3.00E+08,,9.41E-06
2.70E+03,monte carlo,1.72E-06,97,,2.81E+08,,1.01E-05
2.70E+03,monte carlo,1.72E-06,98,,3.02E+08,,9.91E-06
2.70E+03,monte carlo,1.72E-06,99,,2.95E+08,,8.49E-06
2.70E+03,monte carlo,1.72E-06,100,,2.97E+08,,9.53E-06
2.70E+03,monte carlo,1.72E-06,101,,2.95E+08,,9.17E-06
2.70E+03,monte carlo,1.72E-06,102,,2.98E+08,,9.84E-06
2.70E+03,monte carlo,1.72E-06,103,,2.98E+08,,1.01E-05
2.70E+03,monte carlo,1.72E-06,104,,2.98E+08,,9.43E-06
2.71E+03,monte carlo,1.72E-06,105,,2.98E+08,,9.17E-06
2.71E+03,monte carlo,1.72E-06,106,,3.00E+08,,9.82E-06
2.71E+03,monte carlo,1.72E-06,107,,3.04E+08,,9.93E-06
2.71E+03,monte carlo,1.72E-06,108,,3.01E+08,,9.28E-06
2.71E+03,monte carlo,1.72E-06,109,,2.85E+08,,9.96E-06
2.71E+03,monte carlo,1.72E-06,110,,3.06E+08,,1.02E-05
2.71E+03,monte carlo,1.72E-06,111,,2.84E+08,,1.11E-05
2.71E+03,monte carlo,1.72E-06,112,,3.01E+08,,1.01E-05
2.71E+03,monte carlo,1.72E-06,113,,2.97E+08,,9.16E-06
2.71E+03,monte carlo,1.72E-06,114,,2.86E+08,,1.09E-05
2.72E+03,monte carlo,1.72E-06,115,,2.92E+08,,1.03E-05
2.72E+03,monte carlo,1.72E-06,116,,2.99E+08,,8.98E-06
2.72E+03,monte carlo,1.72E-06,117,,2.80E+08,,1.04E-05
2.72E+03,monte carlo,1.72E-06,118,,2.95E+08,,1.04E-05
2.72E+03,monte carlo,1.72E-06,119,,2.91E+08,,8.89E-06
2.72E+03,monte carlo,1.72E-06,120,,2.98E+08,,8.70E-06
2.72E+03,monte carlo,1.72E-06,121,,3.06E+08,,9.71E-06
2.72E+03,monte carlo,1.72E-06,122,,2.96E+08,,1.03E-05
2.72E+03,monte carlo,1.72E-06,123,,2.96E+08,,9.97E-06
2.72E+03,monte carlo,1.72E-06,124,,3.02E+08,,1.02E-05
2.73E+03,monte carlo,1.72E-06,125,,2.95E+08,,8.89E-06
2.73E+03,monte carlo,1.72E-06,126,,2.89E+08,,1.04E-05
2.73E+03,monte carlo,1.72E-06,127,,2.90E+08,,1.01E-05
2.73E+03,monte carlo,1.72E-06,128,,2.99E+08,,9.92E-06
2.73E+03,monte carlo,1.72E-06,129,,2.95E+08,,8.94E-06
2.73E+03,monte carlo,1.72E-06,130,,2.94E+08,,8.71E-06
2.73E+03,monte carlo,1.72E-06,131,,3.00E+08,,1.01E-05
2.73E+03,monte carlo,1.72E-06,132,,2.84E+08,,1.08E-05
2.73E+03,monte carlo,1.72E-06,133,,3.03E+08,,9.81E-06
2.73E+03,monte carlo,1.72E-06,134,,2.82E+08,,1.06E-05
2.74E+03,monte carlo,1.72E-06,135,,2.98E+08,,8.94E-06
2.74E+03,monte carlo,1.72E-06,136,,2.80E+08,,1.12E-05
2.74E+03,monte carlo,1.72E-06,137,,3.03E+08,,9.82E-06
2.74E+03,monte carlo,1.72E-06,138,,2.84E+08,,1.04E-05
2.74E+03,monte carlo,1.72E-06,139,,2.99E+08,,9.09E-06
2.74E+03,monte carlo,1.72E-06,140,,3.02E+08,,1.01E-05
2.74E+03,monte carlo,1.72E-06,141,,3.00E+08,,1.02E-05
2.74E+03,monte carlo,1.72E-06,142,,2.94E+08,,8.81E-06
2.74E+03,monte carlo,1.72E-06,143,,2.99E+08,,1.00E-05
2.74E+03,monte carlo,1.72E-06,144,,2.95E+08,,9.67E-06
2.75E+03,monte carlo,1.72E-06,145,,2.95E+08,,1.01E-05
2.75E+03,monte carlo,1.72E-06,146,,3.07E+08,,9.28E-06
2.75E+03,monte carlo,1.72E-06,147,,3.01E+08,,9.10E-06
2.75E+03,monte carlo,1.72E-06,148,,2.91E+08,,1.03E-05
2.75E+03,monte carlo,1.72E-06,149,,2.87E+08,,1.06E-05
2.75E+03,monte carlo,1.72E-06,150,,2.99E+08,,9.46E-06
2.75E+03,monte carlo,1.72E-06,151,,3.00E+08,,9.63E-06
2.75E+03,monte carlo,1.72E-06,152,,2.90E+08,,1.11E-05
2.75E+03,monte carlo,1.72E-06,153,,2.98E+08,,8.59E-06
2.75E+03,monte carlo,1.72E-06,154,,2.97E+08,,9.59E-06
2.76E+03,monte carlo,1.72E-06,155,,2.97E+08,,9.76E-06
2.76E+03,monte carlo,1.72E-06,156,,2.93E+08,,9.90E-06
