Point,Corner,i,mc_iteration,Pass/Fail,FREQ,/OUT,"(1 * average(IT(""/R0/PLUS"")))"
1.11E+03,monte carlo,6.73E-07,111,,1.06E+08,,6.19E-06
1.11E+03,monte carlo,6.73E-07,112,,1.15E+08,,5.19E-06
1.11E+03,monte carlo,6.73E-07,113,,1.14E+08,,4.46E-06
1.11E+03,monte carlo,6.73E-07,114,,1.06E+08,,6.04E-06
1.12E+03,monte carlo,6.73E-07,115,,1.09E+08,,5.46E-06
1.12E+03,monte carlo,6.73E-07,116,,1.17E+08,,4.28E-06
1.12E+03,monte carlo,6.73E-07,117,,1.04E+08,,5.71E-06
1.12E+03,monte carlo,6.73E-07,118,,1.11E+08,,5.48E-06
1.12E+03,monte carlo,6.73E-07,119,,1.10E+08,,4.32E-06
1.12E+03,monte carlo,6.73E-07,120,,1.18E+08,,4.06E-06
1.12E+03,monte carlo,6.73E-07,121,,1.18E+08,,4.84E-06
1.12E+03,monte carlo,6.73E-07,122,,1.11E+08,,5.39E-06
1.12E+03,monte carlo,6.73E-07,123,,1.12E+08,,5.15E-06
1.12E+03,monte carlo,6.73E-07,124,,1.15E+08,,5.25E-06
1.13E+03,monte carlo,6.73E-07,125,,1.14E+08,,4.26E-06
1.13E+03,monte carlo,6.73E-07,126,,1.08E+08,,5.58E-06
1.13E+03,monte carlo,6.73E-07,127,,1.09E+08,,5.34E-06
1.13E+03,monte carlo,6.73E-07,128,,1.13E+08,,5.10E-06
1.13E+03,monte carlo,6.73E-07,129,,1.12E+08,,4.32E-06
1.13E+03,monte carlo,6.73E-07,130,,1.14E+08,,4.12E-06
1.13E+03,monte carlo,6.73E-07,131,,1.14E+08,,5.18E-06
1.13E+03,monte carlo,6.73E-07,132,,1.05E+08,,5.94E-06
1.13E+03,monte carlo,6.73E-07,133,,1.16E+08,,4.96E-06
1.13E+03,monte carlo,6.73E-07,134,,1.04E+08,,5.81E-06
1.14E+03,monte carlo,6.73E-07,135,,1.15E+08,,4.28E-06
1.14E+03,monte carlo,6.73E-07,136,,1.04E+08,,6.37E-06
1.14E+03,monte carlo,6.73E-07,137,,1.16E+08,,4.96E-06
1.14E+03,monte carlo,6.73E-07,138,,1.06E+08,,5.62E-06
1.14E+03,monte carlo,6.73E-07,139,,1.15E+08,,4.38E-06
1.14E+03,monte carlo,6.73E-07,140,,1.15E+08,,5.25E-06
1.14E+03,monte carlo,6.73E-07,141,,1.14E+08,,5.27E-06
1.14E+03,monte carlo,6.73E-07,142,,1.13E+08,,4.21E-06
1.14E+03,monte carlo,6.73E-07,143,,1.14E+08,,5.16E-06
1.14E+03,monte carlo,6.73E-07,144,,1.12E+08,,4.91E-06
1.15E+03,monte carlo,6.73E-07,145,,1.11E+08,,5.28E-06
1.15E+03,monte carlo,6.73E-07,146,,1.19E+08,,4.48E-06
1.15E+03,monte carlo,6.73E-07,147,,1.18E+08,,4.37E-06
1.15E+03,monte carlo,6.73E-07,148,,1.09E+08,,5.47E-06
1.15E+03,monte carlo,6.73E-07,149,,1.07E+08,,5.76E-06
1.15E+03,monte carlo,6.73E-07,150,,1.14E+08,,4.70E-06
1.15E+03,monte carlo,6.73E-07,151,,1.14E+08,,4.83E-06
1.15E+03,monte carlo,6.73E-07,152,,1.09E+08,,6.15E-06
1.15E+03,monte carlo,6.73E-07,153,,1.21E+08,,3.96E-06
1.15E+03,monte carlo,6.73E-07,154,,1.13E+08,,4.83E-06
1.16E+03,monte carlo,6.73E-07,155,,1.12E+08,,4.97E-06
1.16E+03,monte carlo,6.73E-07,156,,1.11E+08,,5.14E-06
1.16E+03,monte carlo,6.73E-07,157,,1.10E+08,,5.57E-06
1.16E+03,monte carlo,6.73E-07,158,,1.16E+08,,4.81E-06
1.16E+03,monte carlo,6.73E-07,159,,1.16E+08,,4.48E-06
1.16E+03,monte carlo,6.73E-07,160,,1.12E+08,,4.83E-06
1.16E+03,monte carlo,6.73E-07,161,,1.12E+08,,4.64E-06
1.16E+03,monte carlo,6.73E-07,162,,1.17E+08,,4.64E-06
1.16E+03,monte carlo,6.73E-07,163,,1.07E+08,,5.28E-06
1.16E+03,monte carlo,6.73E-07,164,,1.17E+08,,4.50E-06
1.17E+03,monte carlo,6.73E-07,165,,1.08E+08,,5.91E-06
1.17E+03,monte carlo,6.73E-07,166,,1.12E+08,,4.80E-06
1.17E+03,monte carlo,6.73E-07,167,,1.12E+08,,6.00E-06
1.17E+03,monte carlo,6.73E-07,168,,1.17E+08,,4.61E-06
1.17E+03,monte carlo,6.73E-07,169,,1.06E+08,,4.81E-06
1.17E+03,monte carlo,6.73E-07,170,,1.12E+08,,4.81E-06
1.17E+03,monte carlo,6.73E-07,171,,1.11E+08,,4.56E-06
1.17E+03,monte carlo,6.73E-07,172,,1.12E+08,,5.01E-06
1.17E+03,monte carlo,6.73E-07,173,,1.13E+08,,4.88E-06
1.17E+03,monte carlo,6.73E-07,174,,1.17E+08,,4.68E-06
1.18E+03,monte carlo,6.73E-07,175,,1.06E+08,,5.50E-06
1.18E+03,monte carlo,6.73E-07,176,,1.21E+08,,3.93E-06
1.18E+03,monte carlo,6.73E-07,177,,1.11E+08,,5.12E-06
1.18E+03,monte carlo,6.73E-07,178,,1.11E+08,,5.66E-06
1.18E+03,monte carlo,6.73E-07,179,,1.10E+08,,4.78E-06
1.18E+03,monte carlo,6.73E-07,180,,1.11E+08,,5.65E-06
1.18E+03,monte carlo,6.73E-07,181,,1.22E+08,,4.25E-06
1.18E+03,monte carlo,6.73E-07,182,,1.09E+08,,5.55E-06
1.18E+03,monte carlo,6.73E-07,183,,1.10E+08,,5.01E-06
1.18E+03,monte carlo,6.73E-07,184,,1.10E+08,,5.80E-06
1.19E+03,monte carlo,6.73E-07,185,,1.19E+08,,4.39E-06
1.19E+03,monte carlo,6.73E-07,186,,1.05E+08,,6.17E-06
1.19E+03,monte carlo,6.73E-07,187,,1.09E+08,,5.03E-06
1.19E+03,monte carlo,6.73E-07,188,,1.20E+08,,4.64E-06
1.19E+03,monte carlo,6.73E-07,189,,1.09E+08,,5.22E-06
1.19E+03,monte carlo,6.73E-07,190,,1.09E+08,,6.03E-06
1.19E+03,monte carlo,6.73E-07,191,,1.07E+08,,4.81E-06
1.19E+03,monte carlo,6.73E-07,192,,1.10E+08,,4.21E-06
1.19E+03,monte carlo,6.73E-07,193,,1.12E+08,,5.22E-06
1.19E+03,monte carlo,6.73E-07,194,,1.12E+08,,5.08E-06
1.20E+03,monte carlo,6.73E-07,195,,1.10E+08,,5.66E-06
1.20E+03,monte carlo,6.73E-07,196,,1.09E+08,,5.30E-06
1.20E+03,monte carlo,6.73E-07,197,,1.19E+08,,4.06E-06
1.20E+03,monte carlo,6.73E-07,198,,1.23E+08,,4.88E-06
1.20E+03,monte carlo,6.73E-07,199,,1.09E+08,,5.42E-06
1.20E+03,monte carlo,6.73E-07,200,,1.08E+08,,5.56E-06
1.20E+03,monte carlo,8.03E-07,1,,1.42E+08,,5.33E-06
1.20E+03,monte carlo,8.03E-07,2,,1.35E+08,,5.33E-06
1.20E+03,monte carlo,8.03E-07,3,,1.35E+08,,6.30E-06
1.20E+03,monte carlo,8.03E-07,4,,1.35E+08,,5.24E-06
1.21E+03,monte carlo,8.03E-07,5,,1.35E+08,,6.11E-06
1.21E+03,monte carlo,8.03E-07,6,,1.27E+08,,5.95E-06
1.21E+03,monte carlo,8.03E-07,7,,1.42E+08,,4.45E-06
1.21E+03,monte carlo,8.03E-07,8,,1.35E+08,,5.15E-06
1.21E+03,monte carlo,8.03E-07,9,,1.35E+08,,5.93E-06
1.21E+03,monte carlo,8.03E-07,10,,1.43E+08,,5.43E-06
1.21E+03,monte carlo,8.03E-07,11,,1.26E+08,,6.34E-06
1.21E+03,monte carlo,8.03E-07,12,,1.28E+08,,5.78E-06
1.21E+03,monte carlo,8.03E-07,13,,1.42E+08,,5.34E-06
1.21E+03,monte carlo,8.03E-07,14,,1.35E+08,,5.19E-06
1.22E+03,monte carlo,8.03E-07,15,,1.36E+08,,6.31E-06
1.22E+03,monte carlo,8.03E-07,16,,1.38E+08,,5.25E-06
1.22E+03,monte carlo,8.03E-07,17,,1.37E+08,,5.61E-06
1.22E+03,monte carlo,8.03E-07,18,,1.23E+08,,6.13E-06
1.22E+03,monte carlo,8.03E-07,19,,1.37E+08,,5.46E-06
1.22E+03,monte carlo,8.03E-07,20,,1.37E+08,,5.26E-06
1.22E+03,monte carlo,8.03E-07,21,,1.37E+08,,5.18E-06
1.22E+03,monte carlo,8.03E-07,22,,1.21E+08,,8.43E-06
1.22E+03,monte carlo,8.03E-07,23,,1.37E+08,,5.47E-06
1.22E+03,monte carlo,8.03E-07,24,,1.43E+08,,6.01E-06
1.23E+03,monte carlo,8.03E-07,25,,1.38E+08,,5.03E-06
1.23E+03,monte carlo,8.03E-07,26,,1.27E+08,,7.13E-06
1.23E+03,monte carlo,8.03E-07,27,,1.38E+08,,5.20E-06
1.23E+03,monte carlo,8.03E-07,28,,1.40E+08,,4.93E-06
1.23E+03,monte carlo,8.03E-07,29,,1.39E+08,,5.41E-06
1.23E+03,monte carlo,8.03E-07,30,,1.26E+08,,5.82E-06
1.23E+03,monte carlo,8.03E-07,31,,1.39E+08,,5.35E-06
1.23E+03,monte carlo,8.03E-07,32,,1.30E+08,,6.10E-06
1.23E+03,monte carlo,8.03E-07,33,,1.45E+08,,5.50E-06
1.23E+03,monte carlo,8.03E-07,34,,1.43E+08,,5.12E-06
1.24E+03,monte carlo,8.03E-07,35,,1.30E+08,,5.53E-06
1.24E+03,monte carlo,8.03E-07,36,,1.31E+08,,6.96E-06
1.24E+03,monte carlo,8.03E-07,37,,1.33E+08,,5.12E-06
1.24E+03,monte carlo,8.03E-07,38,,1.33E+08,,5.73E-06
1.24E+03,monte carlo,8.03E-07,39,,1.33E+08,,5.41E-06
1.24E+03,monte carlo,8.03E-07,40,,1.32E+08,,6.31E-06
1.24E+03,monte carlo,8.03E-07,41,,1.34E+08,,5.89E-06
1.24E+03,monte carlo,8.03E-07,42,,1.33E+08,,5.64E-06
1.24E+03,monte carlo,8.03E-07,43,,1.32E+08,,5.35E-06
1.24E+03,monte carlo,8.03E-07,44,,1.30E+08,,5.89E-06
1.25E+03,monte carlo,8.03E-07,45,,1.43E+08,,5.38E-06
1.25E+03,monte carlo,8.03E-07,46,,1.43E+08,,4.80E-06
1.25E+03,monte carlo,8.03E-07,47,,1.30E+08,,5.50E-06
1.25E+03,monte carlo,8.03E-07,48,,1.39E+08,,5.68E-06
1.25E+03,monte carlo,8.03E-07,49,,1.27E+08,,6.55E-06
1.25E+03,monte carlo,8.03E-07,50,,1.33E+08,,5.80E-06
1.25E+03,monte carlo,8.03E-07,51,,1.45E+08,,4.81E-06
1.25E+03,monte carlo,8.03E-07,52,,1.36E+08,,5.81E-06
1.25E+03,monte carlo,8.03E-07,53,,1.38E+08,,4.57E-06
1.25E+03,monte carlo,8.03E-07,54,,1.41E+08,,4.88E-06
1.26E+03,monte carlo,8.03E-07,55,,1.31E+08,,6.26E-06
1.26E+03,monte carlo,8.03E-07,56,,1.38E+08,,5.75E-06
1.26E+03,monte carlo,8.03E-07,57,,1.23E+08,,6.73E-06
1.26E+03,monte carlo,8.03E-07,58,,1.43E+08,,4.91E-06
1.26E+03,monte carlo,8.03E-07,59,,1.32E+08,,5.97E-06
1.26E+03,monte carlo,8.03E-07,60,,1.41E+08,,5.72E-06
1.26E+03,monte carlo,8.03E-07,61,,1.29E+08,,6.26E-06
1.26E+03,monte carlo,8.03E-07,62,,1.35E+08,,5.78E-06
1.26E+03,monte carlo,8.03E-07,63,,1.29E+08,,5.04E-06
1.26E+03,monte carlo,8.03E-07,64,,1.31E+08,,6.47E-06
1.27E+03,monte carlo,8.03E-07,65,,1.35E+08,,5.73E-06
1.27E+03,monte carlo,8.03E-07,66,,1.29E+08,,6.43E-06
1.27E+03,monte carlo,8.03E-07,67,,1.40E+08,,5.11E-06
1.27E+03,monte carlo,8.03E-07,68,,1.29E+08,,6.82E-06
1.27E+03,monte carlo,8.03E-07,69,,1.40E+08,,5.16E-06
1.27E+03,monte carlo,8.03E-07,70,,1.33E+08,,4.80E-06
1.27E+03,monte carlo,8.03E-07,71,,1.34E+08,,5.65E-06
1.27E+03,monte carlo,8.03E-07,72,,1.31E+08,,6.33E-06
1.27E+03,monte carlo,8.03E-07,73,,1.42E+08,,5.21E-06
1.27E+03,monte carlo,8.03E-07,74,,1.38E+08,,5.33E-06
1.28E+03,monte carlo,8.03E-07,75,,1.36E+08,,5.51E-06
1.28E+03,monte carlo,8.03E-07,76,,1.38E+08,,5.66E-06
1.28E+03,monte carlo,8.03E-07,77,,1.36E+08,,5.52E-06
1.28E+03,monte carlo,8.03E-07,78,,1.31E+08,,6.24E-06
1.28E+03,monte carlo,8.03E-07,79,,1.41E+08,,5.04E-06
1.28E+03,monte carlo,8.03E-07,80,,1.31E+08,,5.44E-06
1.28E+03,monte carlo,8.03E-07,81,,1.46E+08,,4.79E-06
1.28E+03,monte carlo,8.03E-07,82,,1.45E+08,,5.03E-06
1.28E+03,monte carlo,8.03E-07,83,,1.33E+08,,6.61E-06
1.28E+03,monte carlo,8.03E-07,84,,1.31E+08,,5.67E-06
1.29E+03,monte carlo,8.03E-07,85,,1.30E+08,,5.82E-06
1.29E+03,monte carlo,8.03E-07,86,,1.32E+08,,5.69E-06
1.29E+03,monte carlo,8.03E-07,87,,1.43E+08,,5.04E-06
1.29E+03,monte carlo,8.03E-07,88,,1.29E+08,,5.67E-06
1.29E+03,monte carlo,8.03E-07,89,,1.30E+08,,5.72E-06
1.29E+03,monte carlo,8.03E-07,90,,1.32E+08,,5.74E-06
1.29E+03,monte carlo,8.03E-07,91,,1.44E+08,,5.05E-06
1.29E+03,monte carlo,8.03E-07,92,,1.31E+08,,5.58E-06
1.29E+03,monte carlo,8.03E-07,93,,1.30E+08,,6.94E-06
1.29E+03,monte carlo,8.03E-07,94,,1.43E+08,,5.02E-06
1.30E+03,monte carlo,8.03E-07,95,,1.30E+08,,5.23E-06
1.30E+03,monte carlo,8.03E-07,96,,1.38E+08,,5.26E-06
1.30E+03,monte carlo,8.03E-07,97,,1.25E+08,,6.04E-06
1.30E+03,monte carlo,8.03E-07,98,,1.39E+08,,5.68E-06
1.30E+03,monte carlo,8.03E-07,99,,1.43E+08,,4.50E-06
1.30E+03,monte carlo,8.03E-07,100,,1.35E+08,,5.37E-06
1.30E+03,monte carlo,8.03E-07,101,,1.36E+08,,5.09E-06
1.30E+03,monte carlo,8.03E-07,102,,1.36E+08,,5.64E-06
1.30E+03,monte carlo,8.03E-07,103,,1.35E+08,,5.84E-06
1.30E+03,monte carlo,8.03E-07,104,,1.36E+08,,5.28E-06
1.31E+03,monte carlo,8.03E-07,105,,1.39E+08,,5.06E-06
1.31E+03,monte carlo,8.03E-07,106,,1.38E+08,,5.60E-06
1.31E+03,monte carlo,8.03E-07,107,,1.39E+08,,5.67E-06
1.31E+03,monte carlo,8.03E-07,108,,1.40E+08,,5.14E-06
1.31E+03,monte carlo,8.03E-07,109,,1.28E+08,,5.84E-06
1.31E+03,monte carlo,8.03E-07,110,,1.41E+08,,5.88E-06
1.31E+03,monte carlo,8.03E-07,111,,1.27E+08,,6.80E-06
1.31E+03,monte carlo,8.03E-07,112,,1.38E+08,,5.81E-06
1.31E+03,monte carlo,8.03E-07,113,,1.37E+08,,5.06E-06
1.31E+03,monte carlo,8.03E-07,114,,1.28E+08,,6.65E-06
1.32E+03,monte carlo,8.03E-07,115,,1.32E+08,,6.07E-06
1.32E+03,monte carlo,8.03E-07,116,,1.40E+08,,4.88E-06
1.32E+03,monte carlo,8.03E-07,117,,1.25E+08,,6.30E-06
1.32E+03,monte carlo,8.03E-07,118,,1.34E+08,,6.10E-06
1.32E+03,monte carlo,8.03E-07,119,,1.33E+08,,4.90E-06
1.32E+03,monte carlo,8.03E-07,120,,1.41E+08,,4.66E-06
1.32E+03,monte carlo,8.03E-07,121,,1.41E+08,,5.46E-06
1.32E+03,monte carlo,8.03E-07,122,,1.34E+08,,6.00E-06
1.32E+03,monte carlo,8.03E-07,123,,1.35E+08,,5.77E-06
1.32E+03,monte carlo,8.03E-07,124,,1.38E+08,,5.88E-06
1.33E+03,monte carlo,8.03E-07,125,,1.37E+08,,4.85E-06
1.33E+03,monte carlo,8.03E-07,126,,1.30E+08,,6.19E-06
1.33E+03,monte carlo,8.03E-07,127,,1.31E+08,,5.95E-06
1.33E+03,monte carlo,8.03E-07,128,,1.37E+08,,5.71E-06
1.33E+03,monte carlo,8.03E-07,129,,1.35E+08,,4.91E-06
1.33E+03,monte carlo,8.03E-07,130,,1.38E+08,,4.71E-06
1.33E+03,monte carlo,8.03E-07,131,,1.37E+08,,5.80E-06
1.33E+03,monte carlo,8.03E-07,132,,1.27E+08,,6.54E-06
1.33E+03,monte carlo,8.03E-07,133,,1.39E+08,,5.58E-06
1.33E+03,monte carlo,8.03E-07,134,,1.26E+08,,6.42E-06
1.34E+03,monte carlo,8.03E-07,135,,1.39E+08,,4.87E-06
1.34E+03,monte carlo,8.03E-07,136,,1.25E+08,,6.98E-06
1.34E+03,monte carlo,8.03E-07,137,,1.40E+08,,5.58E-06
1.34E+03,monte carlo,8.03E-07,138,,1.27E+08,,6.21E-06
1.34E+03,monte carlo,8.03E-07,139,,1.39E+08,,4.99E-06
1.34E+03,monte carlo,8.03E-07,140,,1.38E+08,,5.87E-06
1.34E+03,monte carlo,8.03E-07,141,,1.37E+08,,5.90E-06
1.34E+03,monte carlo,8.03E-07,142,,1.36E+08,,4.80E-06
1.34E+03,monte carlo,8.03E-07,143,,1.37E+08,,5.78E-06
1.34E+03,monte carlo,8.03E-07,144,,1.34E+08,,5.52E-06
1.35E+03,monte carlo,8.03E-07,145,,1.34E+08,,5.89E-06
1.35E+03,monte carlo,8.03E-07,146,,1.43E+08,,5.10E-06
1.35E+03,monte carlo,8.03E-07,147,,1.41E+08,,4.97E-06
1.35E+03,monte carlo,8.03E-07,148,,1.32E+08,,6.08E-06
1.35E+03,monte carlo,8.03E-07,149,,1.29E+08,,6.37E-06
1.35E+03,monte carlo,8.03E-07,150,,1.38E+08,,5.30E-06
1.35E+03,monte carlo,8.03E-07,151,,1.37E+08,,5.44E-06
1.35E+03,monte carlo,8.03E-07,152,,1.31E+08,,6.77E-06
1.35E+03,monte carlo,8.03E-07,153,,1.44E+08,,4.56E-06
1.35E+03,monte carlo,8.03E-07,154,,1.36E+08,,5.43E-06
1.36E+03,monte carlo,8.03E-07,155,,1.35E+08,,5.58E-06
1.36E+03,monte carlo,8.03E-07,156,,1.33E+08,,5.74E-06
1.36E+03,monte carlo,8.03E-07,157,,1.32E+08,,6.18E-06
1.36E+03,monte carlo,8.03E-07,158,,1.39E+08,,5.43E-06
1.36E+03,monte carlo,8.03E-07,159,,1.39E+08,,5.08E-06
1.36E+03,monte carlo,8.03E-07,160,,1.34E+08,,5.43E-06
1.36E+03,monte carlo,8.03E-07,161,,1.35E+08,,5.23E-06
1.36E+03,monte carlo,8.03E-07,162,,1.40E+08,,5.25E-06
1.36E+03,monte carlo,8.03E-07,163,,1.28E+08,,5.87E-06
1.36E+03,monte carlo,8.03E-07,164,,1.40E+08,,5.11E-06
1.37E+03,monte carlo,8.03E-07,165,,1.30E+08,,6.52E-06
1.37E+03,monte carlo,8.03E-07,166,,1.35E+08,,5.40E-06
1.37E+03,monte carlo,8.03E-07,167,,1.35E+08,,6.63E-06
1.37E+03,monte carlo,8.03E-07,168,,1.40E+08,,5.22E-06
1.37E+03,monte carlo,8.03E-07,169,,1.28E+08,,5.40E-06
1.37E+03,monte carlo,8.03E-07,170,,1.35E+08,,5.42E-06
1.37E+03,monte carlo,8.03E-07,171,,1.34E+08,,5.15E-06
1.37E+03,monte carlo,8.03E-07,172,,1.35E+08,,5.62E-06
1.37E+03,monte carlo,8.03E-07,173,,1.36E+08,,5.49E-06
1.37E+03,monte carlo,8.03E-07,174,,1.41E+08,,5.29E-06
1.38E+03,monte carlo,8.03E-07,175,,1.28E+08,,6.10E-06
1.38E+03,monte carlo,8.03E-07,176,,1.44E+08,,4.53E-06
1.38E+03,monte carlo,8.03E-07,177,,1.33E+08,,5.72E-06
1.38E+03,monte carlo,8.03E-07,178,,1.33E+08,,6.28E-06
1.38E+03,monte carlo,8.03E-07,179,,1.32E+08,,5.38E-06
1.38E+03,monte carlo,8.03E-07,180,,1.34E+08,,6.27E-06
1.38E+03,monte carlo,8.03E-07,181,,1.46E+08,,4.86E-06
1.38E+03,monte carlo,8.03E-07,182,,1.31E+08,,6.16E-06
1.38E+03,monte carlo,8.03E-07,183,,1.33E+08,,5.61E-06
1.38E+03,monte carlo,8.03E-07,184,,1.32E+08,,6.43E-06
1.39E+03,monte carlo,8.03E-07,185,,1.43E+08,,5.01E-06
1.39E+03,monte carlo,8.03E-07,186,,1.26E+08,,6.79E-06
1.39E+03,monte carlo,8.03E-07,187,,1.31E+08,,5.63E-06
1.39E+03,monte carlo,8.03E-07,188,,1.44E+08,,5.27E-06
1.39E+03,monte carlo,8.03E-07,189,,1.32E+08,,5.82E-06
1.39E+03,monte carlo,8.03E-07,190,,1.32E+08,,6.65E-06
1.39E+03,monte carlo,8.03E-07,191,,1.29E+08,,5.39E-06
1.39E+03,monte carlo,8.03E-07,192,,1.33E+08,,4.79E-06
1.39E+03,monte carlo,8.03E-07,193,,1.34E+08,,5.84E-06
1.39E+03,monte carlo,8.03E-07,194,,1.35E+08,,5.68E-06
1.40E+03,monte carlo,8.03E-07,195,,1.33E+08,,6.27E-06
1.40E+03,monte carlo,8.03E-07,196,,1.32E+08,,5.90E-06
1.40E+03,monte carlo,8.03E-07,197,,1.43E+08,,4.66E-06
1.40E+03,monte carlo,8.03E-07,198,,1.47E+08,,5.51E-06
1.40E+03,monte carlo,8.03E-07,199,,1.31E+08,,6.03E-06
1.40E+03,monte carlo,8.03E-07,200,,1.31E+08,,6.17E-06
1.40E+03,monte carlo,9.34E-07,1,,1.65E+08,,5.95E-06
1.40E+03,monte carlo,9.34E-07,2,,1.58E+08,,5.93E-06
1.40E+03,monte carlo,9.34E-07,3,,1.58E+08,,6.92E-06
1.40E+03,monte carlo,9.34E-07,4,,1.58E+08,,5.84E-06
1.41E+03,monte carlo,9.34E-07,5,,1.58E+08,,6.73E-06
1.41E+03,monte carlo,9.34E-07,6,,1.49E+08,,6.54E-06
1.41E+03,monte carlo,9.34E-07,7,,1.65E+08,,5.04E-06
1.41E+03,monte carlo,9.34E-07,8,,1.58E+08,,5.75E-06
1.41E+03,monte carlo,9.34E-07,9,,1.58E+08,,6.53E-06
1.41E+03,monte carlo,9.34E-07,10,,1.67E+08,,6.05E-06
1.41E+03,monte carlo,9.34E-07,11,,1.48E+08,,6.93E-06
1.41E+03,monte carlo,9.34E-07,12,,1.50E+08,,6.37E-06
1.41E+03,monte carlo,9.34E-07,13,,1.66E+08,,5.95E-06
1.41E+03,monte carlo,9.34E-07,14,,1.58E+08,,5.79E-06
1.42E+03,monte carlo,9.34E-07,15,,1.58E+08,,6.93E-06
1.42E+03,monte carlo,9.34E-07,16,,1.62E+08,,5.86E-06
1.42E+03,monte carlo,9.34E-07,17,,1.61E+08,,6.23E-06
1.42E+03,monte carlo,9.34E-07,18,,1.44E+08,,6.71E-06
1.42E+03,monte carlo,9.34E-07,19,,1.60E+08,,6.07E-06
1.42E+03,monte carlo,9.34E-07,20,,1.61E+08,,5.87E-06
1.42E+03,monte carlo,9.34E-07,21,,1.60E+08,,5.78E-06
1.42E+03,monte carlo,9.34E-07,22,,1.42E+08,,9.04E-06
1.42E+03,monte carlo,9.34E-07,23,,1.60E+08,,6.08E-06
1.42E+03,monte carlo,9.34E-07,24,,1.67E+08,,6.65E-06
1.43E+03,monte carlo,9.34E-07,25,,1.62E+08,,5.62E-06
1.43E+03,monte carlo,9.34E-07,26,,1.49E+08,,7.74E-06
1.43E+03,monte carlo,9.34E-07,27,,1.61E+08,,5.80E-06
1.43E+03,monte carlo,9.34E-07,28,,1.63E+08,,5.54E-06
1.43E+03,monte carlo,9.34E-07,29,,1.62E+08,,6.01E-06
1.43E+03,monte carlo,9.34E-07,30,,1.48E+08,,6.40E-06
1.43E+03,monte carlo,9.34E-07,31,,1.62E+08,,5.96E-06
1.43E+03,monte carlo,9.34E-07,32,,1.52E+08,,6.71E-06
1.43E+03,monte carlo,9.34E-07,33,,1.69E+08,,6.12E-06
1.43E+03,monte carlo,9.34E-07,34,,1.67E+08,,5.74E-06
1.44E+03,monte carlo,9.34E-07,35,,1.53E+08,,6.12E-06
1.44E+03,monte carlo,9.34E-07,36,,1.53E+08,,7.59E-06
1.44E+03,monte carlo,9.34E-07,37,,1.56E+08,,5.71E-06
1.44E+03,monte carlo,9.34E-07,38,,1.56E+08,,6.34E-06
1.44E+03,monte carlo,9.34E-07,39,,1.56E+08,,6.00E-06
1.44E+03,monte carlo,9.34E-07,40,,1.55E+08,,6.92E-06
1.44E+03,monte carlo,9.34E-07,41,,1.57E+08,,6.50E-06
1.44E+03,monte carlo,9.34E-07,42,,1.56E+08,,6.24E-06
1.44E+03,monte carlo,9.34E-07,43,,1.55E+08,,5.94E-06
1.44E+03,monte carlo,9.34E-07,44,,1.53E+08,,6.48E-06
1.45E+03,monte carlo,9.34E-07,45,,1.67E+08,,6.01E-06
1.45E+03,monte carlo,9.34E-07,46,,1.67E+08,,5.41E-06
1.45E+03,monte carlo,9.34E-07,47,,1.53E+08,,6.09E-06
1.45E+03,monte carlo,9.34E-07,48,,1.62E+08,,6.29E-06
1.45E+03,monte carlo,9.34E-07,49,,1.49E+08,,7.16E-06
1.45E+03,monte carlo,9.34E-07,50,,1.56E+08,,6.40E-06
1.45E+03,monte carlo,9.34E-07,51,,1.69E+08,,5.42E-06
1.45E+03,monte carlo,9.34E-07,52,,1.59E+08,,6.43E-06
1.45E+03,monte carlo,9.34E-07,53,,1.60E+08,,5.15E-06
1.45E+03,monte carlo,9.34E-07,54,,1.64E+08,,5.48E-06
1.46E+03,monte carlo,9.34E-07,55,,1.53E+08,,6.88E-06
1.46E+03,monte carlo,9.34E-07,56,,1.61E+08,,6.37E-06
1.46E+03,monte carlo,9.34E-07,57,,1.45E+08,,7.32E-06
1.46E+03,monte carlo,9.34E-07,58,,1.67E+08,,5.52E-06
1.46E+03,monte carlo,9.34E-07,59,,1.54E+08,,6.58E-06
1.46E+03,monte carlo,9.34E-07,60,,1.64E+08,,6.34E-06
1.46E+03,monte carlo,9.34E-07,61,,1.51E+08,,6.86E-06
1.46E+03,monte carlo,9.34E-07,62,,1.57E+08,,6.39E-06
1.46E+03,monte carlo,9.34E-07,63,,1.52E+08,,5.61E-06
1.46E+03,monte carlo,9.34E-07,64,,1.53E+08,,7.09E-06
1.47E+03,monte carlo,9.34E-07,65,,1.58E+08,,6.33E-06
1.47E+03,monte carlo,9.34E-07,66,,1.51E+08,,7.04E-06
1.47E+03,monte carlo,9.34E-07,67,,1.63E+08,,5.72E-06
1.47E+03,monte carlo,9.34E-07,68,,1.52E+08,,7.43E-06
1.47E+03,monte carlo,9.34E-07,69,,1.63E+08,,5.76E-06
1.47E+03,monte carlo,9.34E-07,70,,1.56E+08,,5.38E-06
1.47E+03,monte carlo,9.34E-07,71,,1.57E+08,,6.25E-06
1.47E+03,monte carlo,9.34E-07,72,,1.53E+08,,6.94E-06
1.47E+03,monte carlo,9.34E-07,73,,1.66E+08,,5.82E-06
1.47E+03,monte carlo,9.34E-07,74,,1.62E+08,,5.94E-06
1.48E+03,monte carlo,9.34E-07,75,,1.59E+08,,6.12E-06
1.48E+03,monte carlo,9.34E-07,76,,1.62E+08,,6.28E-06
